Patient County,Service year,Disposition,Encounters,AnnotationCode,AnnotationDesc
Los Angeles,2023,Childrens_or_Cancer,6788,,
Los Angeles,2023,Critical Access Hospital,577,,
Los Angeles,2023,Died,3325,,
Los Angeles,2023,Disaster_Care_Site,345,,
Los Angeles,2023,Home Health Service,11240,,
Los Angeles,2023,Hospice_Care,1076,,
Los Angeles,2023,Invalid/Blank,617,,
Los Angeles,2023,Left Against Medical Advice,100790,,
Los Angeles,2023,Not_Defined_Elsewhere,4894,,
Los Angeles,2023,Other,596,,
Los Angeles,2023,Prison/Jail,23660,,
Los Angeles,2023,Psychiatric_Care,27680,,
Los Angeles,2023,Rehab,452,,
Los Angeles,2023,Residential Care facility,1521,,
Los Angeles,2023,Routine (Home),2734578,,
Los Angeles,2023,Skilled Nursing/Intermediate Care (SN/IC),13035,,
Madera,2023,Acute Care,385,,
Madera,2023,Childrens_or_Cancer,49,,
Madera,2023,Critical Access Hospital,17,,
Madera,2023,Died,74,,
Madera,2023,Home Health Service,170,,
Madera,2023,Hospice_Care,30,,
Madera,2023,Left Against Medical Advice,1453,,
Madera,2023,Not_Defined_Elsewhere,40,,
Madera,2023,Other,8,,
Madera,2023,Prison/Jail,595,,
Madera,2023,Psychiatric_Care,360,,
Madera,2023,Rehab,15,,
Madera,2023,Residential Care facility,46,,
Madera,2023,Routine (Home),41422,,
Madera,2023,Skilled Nursing/Intermediate Care (SN/IC),215,,
Marin,2023,Acute Care,943,,
Marin,2023,Childrens_or_Cancer,29,,
Marin,2023,Critical Access Hospital,22,,
Marin,2023,Died,99,,
Marin,2023,Home Health Service,282,,
Marin,2023,Hospice_Care,80,,
Marin,2023,Invalid/Blank,4,,
Marin,2023,Left Against Medical Advice,919,,
Marin,2023,Not_Defined_Elsewhere,64,,
Marin,2023,Other,2,,
Marin,2023,Prison/Jail,425,,
Marin,2023,Psychiatric_Care,408,,
Marin,2023,Rehab,80,,
Marin,2023,Residential Care facility,143,,
Marin,2023,Routine (Home),68981,,
Marin,2023,Skilled Nursing/Intermediate Care (SN/IC),342,,
Mariposa,2023,Acute Care,565,,
Mariposa,2023,Childrens_or_Cancer,4,,
Mariposa,2023,Critical Access Hospital,2,,
Mariposa,2023,Died,9,,
Mariposa,2023,Home Health Service,15,,
Mariposa,2023,Hospice_Care,3,,
Mariposa,2023,Invalid/Blank,2,,
Mariposa,2023,Left Against Medical Advice,255,,
Mariposa,2023,Not_Defined_Elsewhere,1,,
Mariposa,2023,Other,1,,
Mariposa,2023,Prison/Jail,32,,
Mariposa,2023,Psychiatric_Care,57,,
Mariposa,2023,Rehab,3,,
Mariposa,2023,Residential Care facility,7,,
Mariposa,2023,Routine (Home),6419,,
Mariposa,2023,Skilled Nursing/Intermediate Care (SN/IC),37,,
Mendocino,2023,Acute Care,1356,,
Mendocino,2023,Childrens_or_Cancer,25,,
Mendocino,2023,Critical Access Hospital,17,,
Mendocino,2023,Died,60,,
Mendocino,2023,Home Health Service,74,,
Mendocino,2023,Hospice_Care,9,,
Mendocino,2023,Invalid/Blank,25,,
Mendocino,2023,Left Against Medical Advice,385,,
Mendocino,2023,Not_Defined_Elsewhere,46,,
Mendocino,2023,Other,22,,
Mendocino,2023,Prison/Jail,185,,
Mendocino,2023,Psychiatric_Care,425,,
Mendocino,2023,Rehab,2,,
Mendocino,2023,Residential Care facility,6,,
Mendocino,2023,Routine (Home),48186,,
Mendocino,2023,Skilled Nursing/Intermediate Care (SN/IC),88,,
Merced,2023,Acute Care,2375,,
Merced,2023,Childrens_or_Cancer,110,,
Merced,2023,Critical Access Hospital,26,,
Merced,2023,Died,111,,
Merced,2023,Home Health Service,240,,
Merced,2023,Hospice_Care,48,,
Merced,2023,Invalid/Blank,1,,
Merced,2023,Left Against Medical Advice,4284,,
Merced,2023,Not_Defined_Elsewhere,112,,
Merced,2023,Other,4,,
Merced,2023,Prison/Jail,628,,
Merced,2023,Psychiatric_Care,956,,
Merced,2023,Rehab,11,,
Merced,2023,Residential Care facility,35,,
Merced,2023,Routine (Home),105681,,
Merced,2023,Skilled Nursing/Intermediate Care (SN/IC),537,,
Modoc,2023,Acute Care,309,,
Modoc,2023,Childrens_or_Cancer,1,,
Modoc,2023,Critical Access Hospital,4,,
Modoc,2023,Died,7,,
Modoc,2023,Home Health Service,2,,
Modoc,2023,Hospice_Care,1,,
Modoc,2023,Left Against Medical Advice,105,,
Modoc,2023,Not_Defined_Elsewhere,5,,
Modoc,2023,Prison/Jail,92,,
Modoc,2023,Psychiatric_Care,7,,
Modoc,2023,Residential Care facility,1,,
Modoc,2023,Routine (Home),5191,,
Modoc,2023,Skilled Nursing/Intermediate Care (SN/IC),48,,
Mono,2023,Acute Care,123,,
Mono,2023,Died,4,,
Mono,2023,Home Health Service,1,,
Mono,2023,Left Against Medical Advice,64,,
Mono,2023,Other,12,,
Mono,2023,Prison/Jail,29,,
Mono,2023,Routine (Home),4537,,
Mono,2023,Skilled Nursing/Intermediate Care (SN/IC),19,,
Monterey,2023,Acute Care,1112,,
Monterey,2023,Childrens_or_Cancer,371,,
Monterey,2023,Critical Access Hospital,3,,
Monterey,2023,Died,184,,
Monterey,2023,Home Health Service,64,,
Monterey,2023,Hospice_Care,26,,
Monterey,2023,Invalid/Blank,13,,
Monterey,2023,Left Against Medical Advice,945,,
Monterey,2023,Not_Defined_Elsewhere,348,,
Monterey,2023,Other,51,,
Monterey,2023,Prison/Jail,3125,,
Monterey,2023,Psychiatric_Care,285,,
Monterey,2023,Rehab,24,,
Monterey,2023,Residential Care facility,37,,
Monterey,2023,Routine (Home),160799,,
Monterey,2023,Skilled Nursing/Intermediate Care (SN/IC),96,,
Napa,2023,Acute Care,1054,,
Napa,2023,Childrens_or_Cancer,82,,
Napa,2023,Critical Access Hospital,65,,
Napa,2023,Died,66,,
Napa,2023,Home Health Service,289,,
Napa,2023,Hospice_Care,46,,
Napa,2023,Invalid/Blank,36,,
Napa,2023,Left Against Medical Advice,1065,,
Napa,2023,Not_Defined_Elsewhere,19,,
Napa,2023,Other,7,,
Napa,2023,Prison/Jail,394,,
Napa,2023,Psychiatric_Care,411,,
Napa,2023,Rehab,12,,
Napa,2023,Residential Care facility,12,,
Napa,2023,Routine (Home),41261,,
Napa,2023,Skilled Nursing/Intermediate Care (SN/IC),269,,
Nevada,2023,Acute Care,844,,
Nevada,2023,Childrens_or_Cancer,2,,
Nevada,2023,Critical Access Hospital,7,,
Nevada,2023,Died,44,,
Nevada,2023,Home Health Service,133,,
Nevada,2023,Hospice_Care,33,,
Nevada,2023,Left Against Medical Advice,796,,
Nevada,2023,Not_Defined_Elsewhere,27,,
Nevada,2023,Other,9,,
Nevada,2023,Prison/Jail,314,,
Nevada,2023,Psychiatric_Care,403,,
Nevada,2023,Rehab,9,,
Nevada,2023,Residential Care facility,192,,
Nevada,2023,Routine (Home),30448,,
Nevada,2023,Skilled Nursing/Intermediate Care (SN/IC),282,,
Orange,2023,Acute Care,10075,,
Orange,2023,Childrens_or_Cancer,1110,,
Orange,2023,Critical Access Hospital,67,,
Orange,2023,Died,1300,,
Orange,2023,Disaster_Care_Site,2,,
Orange,2023,Home Health Service,3198,,
Orange,2023,Hospice_Care,329,,
Orange,2023,Invalid/Blank,353,,
Orange,2023,Left Against Medical Advice,17298,,
Orange,2023,Not_Defined_Elsewhere,3096,,
Orange,2023,Other,122,,
Orange,2023,Prison/Jail,2785,,
Orange,2023,Psychiatric_Care,6677,,
Orange,2023,Rehab,307,,
Orange,2023,Residential Care facility,218,,
Orange,2023,Routine (Home),713923,,
Orange,2023,Skilled Nursing/Intermediate Care (SN/IC),3597,,
Out of State/Homeless,2023,Acute Care,4509,,
Out of State/Homeless,2023,Childrens_or_Cancer,273,,
Out of State/Homeless,2023,Critical Access Hospital,91,,
Out of State/Homeless,2023,Died,826,,
Out of State/Homeless,2023,Disaster_Care_Site,37,,
Out of State/Homeless,2023,Home Health Service,754,,
Out of State/Homeless,2023,Hospice_Care,78,,
Out of State/Homeless,2023,Invalid/Blank,201,,
Out of State/Homeless,2023,Left Against Medical Advice,19813,,
Out of State/Homeless,2023,Not_Defined_Elsewhere,1881,,
Out of State/Homeless,2023,Other,175,,
Out of State/Homeless,2023,Prison/Jail,6290,,
Out of State/Homeless,2023,Psychiatric_Care,10586,,
Out of State/Homeless,2023,Rehab,195,,
Out of State/Homeless,2023,Residential Care facility,495,,
Out of State/Homeless,2023,Routine (Home),295052,,
Out of State/Homeless,2023,Skilled Nursing/Intermediate Care (SN/IC),827,,
Placer,2023,Acute Care,2025,,
Placer,2023,Childrens_or_Cancer,23,,
Placer,2023,Critical Access Hospital,11,,
Placer,2023,Died,217,,
Placer,2023,Home Health Service,1064,,
Placer,2023,Hospice_Care,197,,
Placer,2023,Invalid/Blank,12,,
Placer,2023,Left Against Medical Advice,2903,,
Placer,2023,Not_Defined_Elsewhere,82,,
Placer,2023,Other,11,,
Placer,2023,Prison/Jail,619,,
Placer,2023,Psychiatric_Care,1413,,
Placer,2023,Rehab,21,,
Placer,2023,Residential Care facility,143,,
Placer,2023,Routine (Home),117591,,
Placer,2023,Skilled Nursing/Intermediate Care (SN/IC),1529,,
Plumas,2023,Acute Care,452,,
Plumas,2023,Critical Access Hospital,17,,
Plumas,2023,Died,10,,
Plumas,2023,Home Health Service,16,,
Plumas,2023,Hospice_Care,2,,
Plumas,2023,Left Against Medical Advice,119,,
Plumas,2023,Not_Defined_Elsewhere,73,,
Plumas,2023,Other,1,,
Plumas,2023,Prison/Jail,30,,
Plumas,2023,Psychiatric_Care,9,,
Plumas,2023,Rehab,1,,
Plumas,2023,Residential Care facility,13,,
Plumas,2023,Routine (Home),7417,,
Plumas,2023,Skilled Nursing/Intermediate Care (SN/IC),6,,
Riverside,2023,Acute Care,14211,,
Riverside,2023,Childrens_or_Cancer,1278,,
Riverside,2023,Critical Access Hospital,41,,
Riverside,2023,Died,877,,
Riverside,2023,Disaster_Care_Site,8,,
Riverside,2023,Home Health Service,4093,,
Riverside,2023,Hospice_Care,306,,
Riverside,2023,Invalid/Blank,54,,
Riverside,2023,Left Against Medical Advice,24364,,
Riverside,2023,Not_Defined_Elsewhere,1739,,
Riverside,2023,Other,202,,
Riverside,2023,Prison/Jail,3650,,
Riverside,2023,Psychiatric_Care,4888,,
Riverside,2023,Rehab,123,,
Riverside,2023,Residential Care facility,143,,
Riverside,2023,Routine (Home),774255,,
Riverside,2023,Skilled Nursing/Intermediate Care (SN/IC),2416,,
Sacramento,2023,Acute Care,6420,,
Sacramento,2023,Childrens_or_Cancer,53,,
Sacramento,2023,Critical Access Hospital,7,,
Sacramento,2023,Died,889,,
Sacramento,2023,Disaster_Care_Site,1,,
Sacramento,2023,Home Health Service,2645,,
Sacramento,2023,Hospice_Care,446,,
Sacramento,2023,Invalid/Blank,23,,
Sacramento,2023,Left Against Medical Advice,18094,,
Sacramento,2023,Not_Defined_Elsewhere,569,,
Sacramento,2023,Other,47,,
Sacramento,2023,Prison/Jail,2928,,
Sacramento,2023,Psychiatric_Care,6050,,
Sacramento,2023,Rehab,72,,
Sacramento,2023,Residential Care facility,961,,
Sacramento,2023,Routine (Home),547744,,
Sacramento,2023,Skilled Nursing/Intermediate Care (SN/IC),4799,,
San Benito,2023,Acute Care,484,,
San Benito,2023,Childrens_or_Cancer,64,,
San Benito,2023,Critical Access Hospital,3,,
San Benito,2023,Died,18,,
San Benito,2023,Home Health Service,11,,
San Benito,2023,Hospice_Care,4,,
San Benito,2023,Left Against Medical Advice,259,,
San Benito,2023,Not_Defined_Elsewhere,56,,
San Benito,2023,Other,15,,
San Benito,2023,Prison/Jail,241,,
San Benito,2023,Psychiatric_Care,54,,
San Benito,2023,Rehab,1,,
San Benito,2023,Residential Care facility,8,,
San Benito,2023,Routine (Home),27164,,
San Benito,2023,Skilled Nursing/Intermediate Care (SN/IC),18,,
San Bernardino,2023,Acute Care,12573,,
San Bernardino,2023,Childrens_or_Cancer,759,,
San Bernardino,2023,Critical Access Hospital,297,,
San Bernardino,2023,Died,1258,,
San Bernardino,2023,Disaster_Care_Site,7,,
San Bernardino,2023,Home Health Service,2265,,
San Bernardino,2023,Hospice_Care,292,,
San Bernardino,2023,Invalid/Blank,60,,
San Bernardino,2023,Left Against Medical Advice,32939,,
San Bernardino,2023,Not_Defined_Elsewhere,1833,,
San Bernardino,2023,Other,22,,
San Bernardino,2023,Prison/Jail,6948,,
San Bernardino,2023,Psychiatric_Care,4855,,
San Bernardino,2023,Rehab,139,,
San Bernardino,2023,Residential Care facility,732,,
San Bernardino,2023,Routine (Home),706000,,
San Bernardino,2023,Skilled Nursing/Intermediate Care (SN/IC),2826,,
San Diego,2023,Acute Care,7504,,
San Diego,2023,Childrens_or_Cancer,595,,
San Diego,2023,Critical Access Hospital,22,,
San Diego,2023,Died,1138,,
San Diego,2023,Disaster_Care_Site,27,,
San Diego,2023,Home Health Service,3817,,
San Diego,2023,Hospice_Care,586,,
San Diego,2023,Invalid/Blank,267,,
San Diego,2023,Left Against Medical Advice,15795,,
San Diego,2023,Not_Defined_Elsewhere,4925,,
San Diego,2023,Other,84,,
San Diego,2023,Prison/Jail,2132,,
San Diego,2023,Psychiatric_Care,6012,,
San Diego,2023,Rehab,362,,
San Diego,2023,Residential Care facility,964,,
San Diego,2023,Routine (Home),780899,,
San Diego,2023,Skilled Nursing/Intermediate Care (SN/IC),5876,,
San Francisco,2023,Acute Care,1924,,
San Francisco,2023,Childrens_or_Cancer,68,,
San Francisco,2023,Critical Access Hospital,48,,
San Francisco,2023,Died,314,,
San Francisco,2023,Home Health Service,683,,
San Francisco,2023,Hospice_Care,81,,
San Francisco,2023,Invalid/Blank,17,,
San Francisco,2023,Left Against Medical Advice,6284,,
San Francisco,2023,Not_Defined_Elsewhere,406,,
San Francisco,2023,Other,35,,
San Francisco,2023,Prison/Jail,1424,,
San Francisco,2023,Psychiatric_Care,3566,,
San Francisco,2023,Rehab,46,,
San Francisco,2023,Residential Care facility,208,,
San Francisco,2023,Routine (Home),184125,,
San Francisco,2023,Skilled Nursing/Intermediate Care (SN/IC),1306,,
San Joaquin,2023,Acute Care,4516,,
San Joaquin,2023,Childrens_or_Cancer,146,,
San Joaquin,2023,Critical Access Hospital,18,,
San Joaquin,2023,Died,377,,
San Joaquin,2023,Disaster_Care_Site,1,,
San Joaquin,2023,Home Health Service,1369,,
San Joaquin,2023,Hospice_Care,142,,
San Joaquin,2023,Invalid/Blank,66,,
San Joaquin,2023,Left Against Medical Advice,9248,,
San Joaquin,2023,Not_Defined_Elsewhere,550,,
San Joaquin,2023,Other,55,,
San Joaquin,2023,Prison/Jail,3188,,
San Joaquin,2023,Psychiatric_Care,1594,,
San Joaquin,2023,Rehab,74,,
San Joaquin,2023,Residential Care facility,279,,
San Joaquin,2023,Routine (Home),301402,,
San Joaquin,2023,Skilled Nursing/Intermediate Care (SN/IC),2413,,
San Luis Obispo,2023,Acute Care,1520,,
San Luis Obispo,2023,Childrens_or_Cancer,30,,
San Luis Obispo,2023,Critical Access Hospital,9,,
San Luis Obispo,2023,Died,67,,
San Luis Obispo,2023,Home Health Service,636,,
San Luis Obispo,2023,Hospice_Care,37,,
San Luis Obispo,2023,Invalid/Blank,2,,
San Luis Obispo,2023,Left Against Medical Advice,1910,,
San Luis Obispo,2023,Not_Defined_Elsewhere,52,,
San Luis Obispo,2023,Other,3,,
San Luis Obispo,2023,Prison/Jail,237,,
San Luis Obispo,2023,Psychiatric_Care,1000,,
San Luis Obispo,2023,Rehab,19,,
San Luis Obispo,2023,Residential Care facility,126,,
San Luis Obispo,2023,Routine (Home),80257,,
San Luis Obispo,2023,Skilled Nursing/Intermediate Care (SN/IC),272,,
San Mateo,2023,Acute Care,1716,,
San Mateo,2023,Childrens_or_Cancer,1148,,
San Mateo,2023,Critical Access Hospital,74,,
San Mateo,2023,Died,238,,
San Mateo,2023,Home Health Service,821,,
San Mateo,2023,Hospice_Care,121,,
San Mateo,2023,Invalid/Blank,3,,
San Mateo,2023,Left Against Medical Advice,3202,,
San Mateo,2023,Not_Defined_Elsewhere,606,,
San Mateo,2023,Other,37,,
San Mateo,2023,Prison/Jail,862,,
San Mateo,2023,Psychiatric_Care,1445,,
San Mateo,2023,Rehab,28,,
San Mateo,2023,Residential Care facility,329,,
San Mateo,2023,Routine (Home),184050,,
San Mateo,2023,Skilled Nursing/Intermediate Care (SN/IC),1275,,
Santa Barbara,2023,Acute Care,1748,,
Santa Barbara,2023,Childrens_or_Cancer,41,,
Santa Barbara,2023,Critical Access Hospital,19,,
Santa Barbara,2023,Died,144,,
Santa Barbara,2023,Disaster_Care_Site,2,,
Santa Barbara,2023,Home Health Service,1077,,
Santa Barbara,2023,Hospice_Care,75,,
Santa Barbara,2023,Invalid/Blank,2,,
Santa Barbara,2023,Left Against Medical Advice,2393,,
Santa Barbara,2023,Not_Defined_Elsewhere,42,,
Santa Barbara,2023,Other,18,,
Santa Barbara,2023,Prison/Jail,937,,
Santa Barbara,2023,Psychiatric_Care,576,,
Santa Barbara,2023,Rehab,42,,
Santa Barbara,2023,Residential Care facility,1993,,
Santa Barbara,2023,Routine (Home),133094,,
Santa Barbara,2023,Skilled Nursing/Intermediate Care (SN/IC),513,,
Santa Clara,2023,Acute Care,4003,,
Santa Clara,2023,Childrens_or_Cancer,1756,,
Santa Clara,2023,Critical Access Hospital,88,,
Santa Clara,2023,Died,754,,
Santa Clara,2023,Disaster_Care_Site,3,,
Santa Clara,2023,Home Health Service,1444,,
Santa Clara,2023,Hospice_Care,218,,
Santa Clara,2023,Invalid/Blank,7,,
Santa Clara,2023,Left Against Medical Advice,15361,,
Santa Clara,2023,Not_Defined_Elsewhere,1454,,
Santa Clara,2023,Other,83,,
Santa Clara,2023,Prison/Jail,2240,,
Santa Clara,2023,Psychiatric_Care,3772,,
Santa Clara,2023,Rehab,57,,
Santa Clara,2023,Residential Care facility,471,,
Santa Clara,2023,Routine (Home),486637,,
Santa Clara,2023,Skilled Nursing/Intermediate Care (SN/IC),1952,,
Santa Cruz,2023,Acute Care,926,,
Santa Cruz,2023,Childrens_or_Cancer,234,,
Santa Cruz,2023,Critical Access Hospital,91,,
Santa Cruz,2023,Died,87,,
Santa Cruz,2023,Home Health Service,213,,
Santa Cruz,2023,Hospice_Care,17,,
Santa Cruz,2023,Invalid/Blank,2,,
Santa Cruz,2023,Left Against Medical Advice,2591,,
Santa Cruz,2023,Not_Defined_Elsewhere,90,,
Santa Cruz,2023,Other,6,,
Santa Cruz,2023,Prison/Jail,1080,,
Santa Cruz,2023,Psychiatric_Care,753,,
Santa Cruz,2023,Rehab,27,,
Santa Cruz,2023,Residential Care facility,114,,
Santa Cruz,2023,Routine (Home),62821,,
Santa Cruz,2023,Skilled Nursing/Intermediate Care (SN/IC),519,,
Shasta,2023,Acute Care,674,,
Shasta,2023,Childrens_or_Cancer,5,,
Shasta,2023,Critical Access Hospital,83,,
Shasta,2023,Died,155,,
Shasta,2023,Home Health Service,281,,
Shasta,2023,Hospice_Care,34,,
Shasta,2023,Invalid/Blank,1,,
Shasta,2023,Left Against Medical Advice,3613,,
Shasta,2023,Not_Defined_Elsewhere,82,,
Shasta,2023,Other,1,,
Shasta,2023,Prison/Jail,552,,
Shasta,2023,Psychiatric_Care,442,,
Shasta,2023,Rehab,23,,
Shasta,2023,Residential Care facility,89,,
Shasta,2023,Routine (Home),65180,,
Shasta,2023,Skilled Nursing/Intermediate Care (SN/IC),311,,
Sierra,2023,Acute Care,42,,
Sierra,2023,Critical Access Hospital,1,,
Sierra,2023,Home Health Service,2,,
Sierra,2023,Left Against Medical Advice,11,,
Sierra,2023,Not_Defined_Elsewhere,1,,
Sierra,2023,Prison/Jail,5,,
Sierra,2023,Psychiatric_Care,2,,
Sierra,2023,Residential Care facility,1,,
Sierra,2023,Routine (Home),587,,
Sierra,2023,Skilled Nursing/Intermediate Care (SN/IC),2,,
Siskiyou,2023,Acute Care,463,,
Siskiyou,2023,Childrens_or_Cancer,3,,
Siskiyou,2023,Critical Access Hospital,6,,
Siskiyou,2023,Died,23,,
Siskiyou,2023,Home Health Service,40,,
Siskiyou,2023,Hospice_Care,10,,
Siskiyou,2023,Left Against Medical Advice,313,,
Siskiyou,2023,Not_Defined_Elsewhere,3,,
Siskiyou,2023,Other,3,,
Siskiyou,2023,Prison/Jail,200,,
Siskiyou,2023,Psychiatric_Care,65,,
Siskiyou,2023,Rehab,3,,
Siskiyou,2023,Residential Care facility,4,,
Siskiyou,2023,Routine (Home),18223,,
Siskiyou,2023,Skilled Nursing/Intermediate Care (SN/IC),72,,
Solano,2023,Acute Care,1685,,
Solano,2023,Childrens_or_Cancer,366,,
Solano,2023,Critical Access Hospital,8,,
Solano,2023,Died,260,,
Solano,2023,Disaster_Care_Site,1,,
Solano,2023,Home Health Service,1328,,
Solano,2023,Hospice_Care,164,,
Solano,2023,Invalid/Blank,6,,
Solano,2023,Left Against Medical Advice,8085,,
Solano,2023,Not_Defined_Elsewhere,723,,
Solano,2023,Other,3,,
Solano,2023,Prison/Jail,1512,,
Solano,2023,Psychiatric_Care,1245,,
Solano,2023,Rehab,64,,
Solano,2023,Residential Care facility,57,,
Solano,2023,Routine (Home),170328,,
Solano,2023,Skilled Nursing/Intermediate Care (SN/IC),975,,
Sonoma,2023,Acute Care,2693,,
Sonoma,2023,Childrens_or_Cancer,121,,
Sonoma,2023,Critical Access Hospital,548,,
Sonoma,2023,Died,176,,
Sonoma,2023,Home Health Service,532,,
Sonoma,2023,Hospice_Care,115,,
Sonoma,2023,Invalid/Blank,125,,
Sonoma,2023,Left Against Medical Advice,2533,,
Sonoma,2023,Not_Defined_Elsewhere,75,,
Sonoma,2023,Other,6,,
Sonoma,2023,Prison/Jail,738,,
Sonoma,2023,Psychiatric_Care,2053,,
Sonoma,2023,Rehab,37,,
Sonoma,2023,Residential Care facility,90,,
Sonoma,2023,Routine (Home),153879,,
Sonoma,2023,Skilled Nursing/Intermediate Care (SN/IC),1040,,
Stanislaus,2023,Acute Care,3114,,
Stanislaus,2023,Childrens_or_Cancer,83,,
Stanislaus,2023,Critical Access Hospital,2,,
Stanislaus,2023,Died,193,,
Stanislaus,2023,Home Health Service,1447,,
Stanislaus,2023,Hospice_Care,65,,
Stanislaus,2023,Invalid/Blank,6,,
Stanislaus,2023,Left Against Medical Advice,12715,,
Stanislaus,2023,Not_Defined_Elsewhere,70,,
Stanislaus,2023,Other,28,,
Stanislaus,2023,Prison/Jail,213,,
Stanislaus,2023,Psychiatric_Care,3085,,
Stanislaus,2023,Rehab,35,,
Stanislaus,2023,Residential Care facility,76,,
Stanislaus,2023,Routine (Home),226729,,
Stanislaus,2023,Skilled Nursing/Intermediate Care (SN/IC),1559,,
Sutter,2023,Acute Care,592,,
Sutter,2023,Childrens_or_Cancer,11,,
Sutter,2023,Critical Access Hospital,12,,
Sutter,2023,Died,49,,
Sutter,2023,Home Health Service,83,,
Sutter,2023,Hospice_Care,5,,
Sutter,2023,Invalid/Blank,12,,
Sutter,2023,Left Against Medical Advice,1590,,
Sutter,2023,Not_Defined_Elsewhere,30,,
Sutter,2023,Other,8,,
Sutter,2023,Prison/Jail,384,,
Sutter,2023,Psychiatric_Care,382,,
Sutter,2023,Rehab,7,,
Sutter,2023,Residential Care facility,13,,
Sutter,2023,Routine (Home),31979,,
Sutter,2023,Skilled Nursing/Intermediate Care (SN/IC),207,,
Tehama,2023,Acute Care,657,,
Tehama,2023,Childrens_or_Cancer,2,,
Tehama,2023,Critical Access Hospital,1,,
Tehama,2023,Died,50,,
Tehama,2023,Home Health Service,136,,
Tehama,2023,Hospice_Care,12,,
Tehama,2023,Left Against Medical Advice,1090,,
Tehama,2023,Not_Defined_Elsewhere,5,,
Tehama,2023,Other,1,,
Tehama,2023,Prison/Jail,213,,
Tehama,2023,Psychiatric_Care,189,,
Tehama,2023,Rehab,2,,
Tehama,2023,Residential Care facility,15,,
Tehama,2023,Routine (Home),27674,,
Tehama,2023,Skilled Nursing/Intermediate Care (SN/IC),83,,
Trinity,2023,Acute Care,308,,
Trinity,2023,Childrens_or_Cancer,1,,
Trinity,2023,Critical Access Hospital,2,,
Trinity,2023,Died,13,,
Trinity,2023,Home Health Service,4,,
Trinity,2023,Hospice_Care,4,,
Trinity,2023,Invalid/Blank,1,,
Trinity,2023,Left Against Medical Advice,131,,
Trinity,2023,Not_Defined_Elsewhere,1,,
Trinity,2023,Prison/Jail,54,,
Trinity,2023,Psychiatric_Care,12,,
Trinity,2023,Residential Care facility,4,,
Trinity,2023,Routine (Home),4756,,
Trinity,2023,Skilled Nursing/Intermediate Care (SN/IC),15,,
Tulare,2023,Acute Care,2256,,
Tulare,2023,Childrens_or_Cancer,303,,
Tulare,2023,Critical Access Hospital,3,,
Tulare,2023,Died,262,,
Tulare,2023,Home Health Service,217,,
Tulare,2023,Hospice_Care,30,,
Tulare,2023,Invalid/Blank,207,,
Tulare,2023,Left Against Medical Advice,7202,,
Tulare,2023,Not_Defined_Elsewhere,20,,
Tulare,2023,Other,39,,
Tulare,2023,Prison/Jail,1373,,
Tulare,2023,Psychiatric_Care,1502,,
Tulare,2023,Rehab,55,,
Tulare,2023,Residential Care facility,242,,
Tulare,2023,Routine (Home),143673,,
Tulare,2023,Skilled Nursing/Intermediate Care (SN/IC),947,,
Tuolumne,2023,Acute Care,795,,
Tuolumne,2023,Childrens_or_Cancer,15,,
Tuolumne,2023,Died,32,,
Tuolumne,2023,Home Health Service,50,,
Tuolumne,2023,Hospice_Care,12,,
Tuolumne,2023,Invalid/Blank,85,,
Tuolumne,2023,Left Against Medical Advice,274,,
Tuolumne,2023,Not_Defined_Elsewhere,22,,
Tuolumne,2023,Other,28,,
Tuolumne,2023,Prison/Jail,409,,
Tuolumne,2023,Psychiatric_Care,195,,
Tuolumne,2023,Rehab,34,,
Tuolumne,2023,Residential Care facility,6,,
Tuolumne,2023,Routine (Home),23129,,
Tuolumne,2023,Skilled Nursing/Intermediate Care (SN/IC),161,,
Ventura,2023,Acute Care,4056,,
Ventura,2023,Childrens_or_Cancer,83,,
Ventura,2023,Critical Access Hospital,17,,
Ventura,2023,Died,183,,
Ventura,2023,Home Health Service,1179,,
Ventura,2023,Hospice_Care,53,,
Ventura,2023,Invalid/Blank,227,,
Ventura,2023,Left Against Medical Advice,3871,,
Ventura,2023,Not_Defined_Elsewhere,297,,
Ventura,2023,Other,27,,
Ventura,2023,Prison/Jail,2161,,
Ventura,2023,Psychiatric_Care,2611,,
Ventura,2023,Rehab,28,,
Ventura,2023,Residential Care facility,133,,
Ventura,2023,Routine (Home),229525,,
Ventura,2023,Skilled Nursing/Intermediate Care (SN/IC),424,,
Yolo,2023,Acute Care,1248,,
Yolo,2023,Childrens_or_Cancer,13,,
Yolo,2023,Critical Access Hospital,2,,
Yolo,2023,Died,68,,
Yolo,2023,Home Health Service,218,,
Yolo,2023,Hospice_Care,44,,
Yolo,2023,Left Against Medical Advice,1483,,
Yolo,2023,Not_Defined_Elsewhere,181,,
Yolo,2023,Other,12,,
Yolo,2023,Prison/Jail,412,,
Yolo,2023,Psychiatric_Care,672,,
Yolo,2023,Rehab,11,,
Yolo,2023,Residential Care facility,106,,
Yolo,2023,Routine (Home),64025,,
Yolo,2023,Skilled Nursing/Intermediate Care (SN/IC),439,,
Yuba,2023,Acute Care,540,,
Yuba,2023,Childrens_or_Cancer,2,,
Yuba,2023,Critical Access Hospital,6,,
Yuba,2023,Died,39,,
Yuba,2023,Home Health Service,86,,
Yuba,2023,Hospice_Care,9,,
Yuba,2023,Invalid/Blank,10,,
Yuba,2023,Left Against Medical Advice,1957,,
Yuba,2023,Not_Defined_Elsewhere,37,,
Yuba,2023,Other,17,,
Yuba,2023,Prison/Jail,368,,
