County,Region,PQIDescription,YearsToRetirement,CtyRetirePercent,RegionRetirePercent,StRetirePercent
San Bernardino,Inland Empire,Community-Acquired Pneumonia,6-10 years,0.161,0.182,0.178
San Bernardino,Inland Empire,Community-Acquired Pneumonia,11+ years,0.691,0.659,0.638
San Bernardino,Inland Empire,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.032,0.034,0.041
San Bernardino,Inland Empire,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.116,0.125,0.141
San Bernardino,Inland Empire,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.154,0.174,0.175
San Bernardino,Inland Empire,COPD or Asthma in Older Adults (Age 40+),11+ years,0.699,0.668,0.642
San Bernardino,Inland Empire,Diabetes Composite,0-2 years,0.033,0.033,0.041
San Bernardino,Inland Empire,Diabetes Composite,3-5 years,0.106,0.12,0.138
San Bernardino,Inland Empire,Diabetes Composite,6-10 years,0.161,0.173,0.173
San Bernardino,Inland Empire,Diabetes Composite,11+ years,0.701,0.674,0.647
San Bernardino,Inland Empire,Heart Failure,0-2 years,0.027,0.034,0.039
San Bernardino,Inland Empire,Heart Failure,3-5 years,0.109,0.118,0.135
San Bernardino,Inland Empire,Heart Failure,6-10 years,0.157,0.169,0.174
San Bernardino,Inland Empire,Heart Failure,11+ years,0.706,0.679,0.653
San Bernardino,Inland Empire,Hypertension,0-2 years,0.028,0.034,0.039
San Bernardino,Inland Empire,Hypertension,3-5 years,0.109,0.118,0.135
San Bernardino,Inland Empire,Hypertension,6-10 years,0.159,0.168,0.174
San Bernardino,Inland Empire,Hypertension,11+ years,0.704,0.68,0.653
San Bernardino,Inland Empire,Urinary Tract Infection,0-2 years,0.031,0.033,0.044
San Bernardino,Inland Empire,Urinary Tract Infection,3-5 years,0.116,0.121,0.144
San Bernardino,Inland Empire,Urinary Tract Infection,6-10 years,0.157,0.174,0.18
San Bernardino,Inland Empire,Urinary Tract Infection,11+ years,0.697,0.671,0.632
San Diego,San Diego Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.05,0.049,0.041
San Diego,San Diego Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.139,0.139,0.141
San Diego,San Diego Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.174,0.175,0.175
San Diego,San Diego Area,Asthma in Younger Adults (Age 18-39),11+ years,0.637,0.636,0.642
San Diego,San Diego Area,Community-Acquired Pneumonia,0-2 years,0.051,0.051,0.043
San Diego,San Diego Area,Community-Acquired Pneumonia,3-5 years,0.14,0.141,0.141
San Diego,San Diego Area,Community-Acquired Pneumonia,6-10 years,0.179,0.18,0.178
San Diego,San Diego Area,Community-Acquired Pneumonia,11+ years,0.63,0.629,0.638
San Diego,San Diego Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.051,0.051,0.041
San Diego,San Diego Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.14,0.14,0.141
San Diego,San Diego Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.174,0.175,0.175
San Diego,San Diego Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.635,0.634,0.642
San Diego,San Diego Area,Diabetes Composite,0-2 years,0.05,0.05,0.041
San Diego,San Diego Area,Diabetes Composite,3-5 years,0.135,0.135,0.138
San Diego,San Diego Area,Diabetes Composite,6-10 years,0.175,0.176,0.173
San Diego,San Diego Area,Diabetes Composite,11+ years,0.64,0.639,0.647
San Diego,San Diego Area,Heart Failure,0-2 years,0.043,0.042,0.039
San Diego,San Diego Area,Heart Failure,3-5 years,0.13,0.13,0.135
San Diego,San Diego Area,Heart Failure,6-10 years,0.171,0.172,0.174
San Diego,San Diego Area,Heart Failure,11+ years,0.656,0.656,0.653
San Diego,San Diego Area,Hypertension,0-2 years,0.044,0.044,0.039
San Diego,San Diego Area,Hypertension,3-5 years,0.127,0.127,0.135
San Diego,San Diego Area,Hypertension,6-10 years,0.174,0.175,0.174
San Diego,San Diego Area,Hypertension,11+ years,0.655,0.654,0.653
San Diego,San Diego Area,Urinary Tract Infection,0-2 years,0.05,0.049,0.044
San Diego,San Diego Area,Urinary Tract Infection,3-5 years,0.143,0.143,0.144
San Diego,San Diego Area,Urinary Tract Infection,6-10 years,0.178,0.18,0.18
San Diego,San Diego Area,Urinary Tract Infection,11+ years,0.629,0.628,0.632
San Francisco,Greater Bay Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.026,0.041,0.041
San Francisco,Greater Bay Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.112,0.138,0.141
San Francisco,Greater Bay Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.138,0.169,0.175
San Francisco,Greater Bay Area,Asthma in Younger Adults (Age 18-39),11+ years,0.724,0.652,0.642
San Francisco,Greater Bay Area,Community-Acquired Pneumonia,0-2 years,0.028,0.042,0.043
San Francisco,Greater Bay Area,Community-Acquired Pneumonia,3-5 years,0.109,0.137,0.141
San Francisco,Greater Bay Area,Community-Acquired Pneumonia,6-10 years,0.137,0.168,0.178
San Francisco,Greater Bay Area,Community-Acquired Pneumonia,11+ years,0.726,0.653,0.638
San Francisco,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.025,0.041,0.041
San Francisco,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.112,0.138,0.141
San Francisco,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.139,0.17,0.175
San Francisco,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.724,0.652,0.642
San Francisco,Greater Bay Area,Diabetes Composite,0-2 years,0.026,0.041,0.041
San Francisco,Greater Bay Area,Diabetes Composite,3-5 years,0.112,0.138,0.138
San Francisco,Greater Bay Area,Diabetes Composite,6-10 years,0.133,0.166,0.173
San Francisco,Greater Bay Area,Diabetes Composite,11+ years,0.73,0.655,0.647
San Francisco,Greater Bay Area,Heart Failure,0-2 years,0.027,0.04,0.039
San Francisco,Greater Bay Area,Heart Failure,3-5 years,0.107,0.132,0.135
San Francisco,Greater Bay Area,Heart Failure,6-10 years,0.147,0.173,0.174
San Francisco,Greater Bay Area,Heart Failure,11+ years,0.719,0.655,0.653
San Francisco,Greater Bay Area,Hypertension,0-2 years,0.027,0.04,0.039
San Francisco,Greater Bay Area,Hypertension,3-5 years,0.109,0.134,0.135
San Francisco,Greater Bay Area,Hypertension,6-10 years,0.151,0.174,0.174
San Francisco,Greater Bay Area,Hypertension,11+ years,0.713,0.653,0.653
San Francisco,Greater Bay Area,Urinary Tract Infection,0-2 years,0.032,0.046,0.044
San Francisco,Greater Bay Area,Urinary Tract Infection,3-5 years,0.117,0.139,0.144
San Francisco,Greater Bay Area,Urinary Tract Infection,6-10 years,0.154,0.178,0.18
San Francisco,Greater Bay Area,Urinary Tract Infection,11+ years,0.697,0.636,0.632
San Joaquin,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),0-2 years,0.026,0.034,0.041
San Joaquin,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),3-5 years,0.129,0.137,0.141
San Joaquin,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),6-10 years,0.233,0.191,0.175
San Joaquin,San Joaquin Valley,Asthma in Younger Adults (Age 18-39),11+ years,0.612,0.639,0.642
San Joaquin,San Joaquin Valley,Community-Acquired Pneumonia,0-2 years,0.025,0.032,0.043
San Joaquin,San Joaquin Valley,Community-Acquired Pneumonia,3-5 years,0.14,0.135,0.141
San Joaquin,San Joaquin Valley,Community-Acquired Pneumonia,6-10 years,0.235,0.191,0.178
San Joaquin,San Joaquin Valley,Community-Acquired Pneumonia,11+ years,0.601,0.641,0.638
San Joaquin,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.026,0.034,0.041
San Joaquin,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.133,0.137,0.141
San Joaquin,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.234,0.19,0.175
San Joaquin,San Joaquin Valley,COPD or Asthma in Older Adults (Age 40+),11+ years,0.607,0.639,0.642
San Joaquin,San Joaquin Valley,Diabetes Composite,0-2 years,0.023,0.032,0.041
San Joaquin,San Joaquin Valley,Diabetes Composite,3-5 years,0.152,0.131,0.138
San Joaquin,San Joaquin Valley,Diabetes Composite,6-10 years,0.21,0.188,0.173
San Joaquin,San Joaquin Valley,Diabetes Composite,11+ years,0.615,0.648,0.647
San Joaquin,San Joaquin Valley,Heart Failure,0-2 years,0.023,0.029,0.039
San Joaquin,San Joaquin Valley,Heart Failure,3-5 years,0.126,0.127,0.135
San Joaquin,San Joaquin Valley,Heart Failure,6-10 years,0.223,0.18,0.174
San Joaquin,San Joaquin Valley,Heart Failure,11+ years,0.628,0.664,0.653
San Joaquin,San Joaquin Valley,Hypertension,0-2 years,0.026,0.031,0.039
San Joaquin,San Joaquin Valley,Hypertension,3-5 years,0.133,0.126,0.135
San Joaquin,San Joaquin Valley,Hypertension,6-10 years,0.206,0.177,0.174
San Joaquin,San Joaquin Valley,Hypertension,11+ years,0.635,0.666,0.653
San Joaquin,San Joaquin Valley,Urinary Tract Infection,0-2 years,0.033,0.035,0.044
San Joaquin,San Joaquin Valley,Urinary Tract Infection,3-5 years,0.127,0.137,0.144
San Joaquin,San Joaquin Valley,Urinary Tract Infection,6-10 years,0.224,0.191,0.18
San Joaquin,San Joaquin Valley,Urinary Tract Infection,11+ years,0.616,0.636,0.632
San Luis Obispo,Central Coast,Asthma in Younger Adults (Age 18-39),0-2 years,0.029,0.057,0.041
San Luis Obispo,Central Coast,Asthma in Younger Adults (Age 18-39),3-5 years,0.258,0.197,0.141
San Luis Obispo,Central Coast,Asthma in Younger Adults (Age 18-39),6-10 years,0.206,0.173,0.175
San Luis Obispo,Central Coast,Asthma in Younger Adults (Age 18-39),11+ years,0.506,0.573,0.642
San Luis Obispo,Central Coast,Community-Acquired Pneumonia,0-2 years,0.02,0.057,0.043
San Luis Obispo,Central Coast,Community-Acquired Pneumonia,3-5 years,0.257,0.185,0.141
San Luis Obispo,Central Coast,Community-Acquired Pneumonia,6-10 years,0.227,0.182,0.178
San Luis Obispo,Central Coast,Community-Acquired Pneumonia,11+ years,0.496,0.576,0.638
San Luis Obispo,Central Coast,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.028,0.057,0.041
San Luis Obispo,Central Coast,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.25,0.195,0.141
San Luis Obispo,Central Coast,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.217,0.174,0.175
San Luis Obispo,Central Coast,COPD or Asthma in Older Adults (Age 40+),11+ years,0.504,0.574,0.642
San Luis Obispo,Central Coast,Diabetes Composite,0-2 years,0.026,0.052,0.041
San Luis Obispo,Central Coast,Diabetes Composite,3-5 years,0.235,0.175,0.138
San Luis Obispo,Central Coast,Diabetes Composite,6-10 years,0.219,0.189,0.173
San Luis Obispo,Central Coast,Diabetes Composite,11+ years,0.52,0.585,0.647
San Luis Obispo,Central Coast,Heart Failure,0-2 years,0.026,0.05,0.039
San Luis Obispo,Central Coast,Heart Failure,3-5 years,0.213,0.17,0.135
San Luis Obispo,Central Coast,Heart Failure,6-10 years,0.261,0.196,0.174
San Luis Obispo,Central Coast,Heart Failure,11+ years,0.5,0.584,0.653
San Luis Obispo,Central Coast,Hypertension,0-2 years,0.026,0.048,0.039
San Luis Obispo,Central Coast,Hypertension,3-5 years,0.209,0.169,0.135
San Luis Obispo,Central Coast,Hypertension,6-10 years,0.256,0.196,0.174
San Luis Obispo,Central Coast,Hypertension,11+ years,0.508,0.587,0.653
San Luis Obispo,Central Coast,Urinary Tract Infection,0-2 years,0.028,0.058,0.044
San Luis Obispo,Central Coast,Urinary Tract Infection,3-5 years,0.261,0.194,0.144
San Luis Obispo,Central Coast,Urinary Tract Infection,6-10 years,0.209,0.178,0.18
San Luis Obispo,Central Coast,Urinary Tract Infection,11+ years,0.502,0.57,0.632
San Mateo,Greater Bay Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.034,0.041,0.041
San Mateo,Greater Bay Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.123,0.138,0.141
San Mateo,Greater Bay Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.186,0.169,0.175
San Mateo,Greater Bay Area,Asthma in Younger Adults (Age 18-39),11+ years,0.657,0.652,0.642
San Mateo,Greater Bay Area,Community-Acquired Pneumonia,0-2 years,0.033,0.042,0.043
San Mateo,Greater Bay Area,Community-Acquired Pneumonia,3-5 years,0.119,0.137,0.141
San Mateo,Greater Bay Area,Community-Acquired Pneumonia,6-10 years,0.179,0.168,0.178
San Mateo,Greater Bay Area,Community-Acquired Pneumonia,11+ years,0.669,0.653,0.638
San Mateo,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.034,0.041,0.041
San Mateo,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.121,0.138,0.141
San Mateo,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.187,0.17,0.175
San Mateo,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.658,0.652,0.642
San Mateo,Greater Bay Area,Diabetes Composite,0-2 years,0.032,0.041,0.041
San Mateo,Greater Bay Area,Diabetes Composite,3-5 years,0.124,0.138,0.138
San Mateo,Greater Bay Area,Diabetes Composite,6-10 years,0.178,0.166,0.173
San Mateo,Greater Bay Area,Diabetes Composite,11+ years,0.666,0.655,0.647
San Mateo,Greater Bay Area,Heart Failure,0-2 years,0.023,0.04,0.039
San Mateo,Greater Bay Area,Heart Failure,3-5 years,0.119,0.132,0.135
San Mateo,Greater Bay Area,Heart Failure,6-10 years,0.197,0.173,0.174
San Mateo,Greater Bay Area,Heart Failure,11+ years,0.662,0.655,0.653
San Mateo,Greater Bay Area,Hypertension,0-2 years,0.026,0.04,0.039
San Mateo,Greater Bay Area,Hypertension,3-5 years,0.119,0.134,0.135
San Mateo,Greater Bay Area,Hypertension,6-10 years,0.197,0.174,0.174
San Mateo,Greater Bay Area,Hypertension,11+ years,0.658,0.653,0.653
San Mateo,Greater Bay Area,Urinary Tract Infection,0-2 years,0.042,0.046,0.044
San Mateo,Greater Bay Area,Urinary Tract Infection,3-5 years,0.136,0.139,0.144
San Mateo,Greater Bay Area,Urinary Tract Infection,6-10 years,0.185,0.178,0.18
San Mateo,Greater Bay Area,Urinary Tract Infection,11+ years,0.637,0.636,0.632
Santa Barbara,Central Coast,Asthma in Younger Adults (Age 18-39),0-2 years,0.067,0.057,0.041
Santa Barbara,Central Coast,Asthma in Younger Adults (Age 18-39),3-5 years,0.218,0.197,0.141
Santa Barbara,Central Coast,Asthma in Younger Adults (Age 18-39),6-10 years,0.158,0.173,0.175
Santa Barbara,Central Coast,Asthma in Younger Adults (Age 18-39),11+ years,0.556,0.573,0.642
Santa Barbara,Central Coast,Community-Acquired Pneumonia,0-2 years,0.062,0.057,0.043
Santa Barbara,Central Coast,Community-Acquired Pneumonia,3-5 years,0.216,0.185,0.141
Santa Barbara,Central Coast,Community-Acquired Pneumonia,6-10 years,0.167,0.182,0.178
Santa Barbara,Central Coast,Community-Acquired Pneumonia,11+ years,0.554,0.576,0.638
Santa Barbara,Central Coast,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.067,0.057,0.041
Santa Barbara,Central Coast,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.217,0.195,0.141
Santa Barbara,Central Coast,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.157,0.174,0.175
Santa Barbara,Central Coast,COPD or Asthma in Older Adults (Age 40+),11+ years,0.56,0.574,0.642
Santa Barbara,Central Coast,Diabetes Composite,0-2 years,0.045,0.052,0.041
Santa Barbara,Central Coast,Diabetes Composite,3-5 years,0.226,0.175,0.138
Santa Barbara,Central Coast,Diabetes Composite,6-10 years,0.174,0.189,0.173
Santa Barbara,Central Coast,Diabetes Composite,11+ years,0.555,0.585,0.647
Santa Barbara,Central Coast,Heart Failure,0-2 years,0.042,0.05,0.039
Santa Barbara,Central Coast,Heart Failure,3-5 years,0.221,0.17,0.135
Santa Barbara,Central Coast,Heart Failure,6-10 years,0.197,0.196,0.174
Santa Barbara,Central Coast,Heart Failure,11+ years,0.54,0.584,0.653
Santa Barbara,Central Coast,Hypertension,0-2 years,0.037,0.048,0.039
Santa Barbara,Central Coast,Hypertension,3-5 years,0.225,0.169,0.135
Santa Barbara,Central Coast,Hypertension,6-10 years,0.2,0.196,0.174
Santa Barbara,Central Coast,Hypertension,11+ years,0.537,0.587,0.653
Santa Barbara,Central Coast,Urinary Tract Infection,0-2 years,0.059,0.058,0.044
Santa Barbara,Central Coast,Urinary Tract Infection,3-5 years,0.243,0.194,0.144
Santa Barbara,Central Coast,Urinary Tract Infection,6-10 years,0.181,0.178,0.18
Santa Barbara,Central Coast,Urinary Tract Infection,11+ years,0.517,0.57,0.632
Santa Clara,Greater Bay Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.039,0.041,0.041
Santa Clara,Greater Bay Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.134,0.138,0.141
Santa Clara,Greater Bay Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.159,0.169,0.175
Santa Clara,Greater Bay Area,Asthma in Younger Adults (Age 18-39),11+ years,0.668,0.652,0.642
Santa Clara,Greater Bay Area,Community-Acquired Pneumonia,0-2 years,0.037,0.042,0.043
Santa Clara,Greater Bay Area,Community-Acquired Pneumonia,3-5 years,0.135,0.137,0.141
Santa Clara,Greater Bay Area,Community-Acquired Pneumonia,6-10 years,0.162,0.168,0.178
Santa Clara,Greater Bay Area,Community-Acquired Pneumonia,11+ years,0.665,0.653,0.638
Santa Clara,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.038,0.041,0.041
Santa Clara,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.134,0.138,0.141
Santa Clara,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.159,0.17,0.175
Santa Clara,Greater Bay Area,COPD or Asthma in Older Adults (Age 40+),11+ years,0.669,0.652,0.642
Santa Clara,Greater Bay Area,Diabetes Composite,0-2 years,0.039,0.041,0.041
Santa Clara,Greater Bay Area,Diabetes Composite,3-5 years,0.139,0.138,0.138
Santa Clara,Greater Bay Area,Diabetes Composite,6-10 years,0.155,0.166,0.173
Santa Clara,Greater Bay Area,Diabetes Composite,11+ years,0.667,0.655,0.647
Santa Clara,Greater Bay Area,Heart Failure,0-2 years,0.035,0.04,0.039
Santa Clara,Greater Bay Area,Heart Failure,3-5 years,0.128,0.132,0.135
Santa Clara,Greater Bay Area,Heart Failure,6-10 years,0.161,0.173,0.174
Santa Clara,Greater Bay Area,Heart Failure,11+ years,0.676,0.655,0.653
Santa Clara,Greater Bay Area,Hypertension,0-2 years,0.035,0.04,0.039
Santa Clara,Greater Bay Area,Hypertension,3-5 years,0.132,0.134,0.135
Santa Clara,Greater Bay Area,Hypertension,6-10 years,0.16,0.174,0.174
Santa Clara,Greater Bay Area,Hypertension,11+ years,0.673,0.653,0.653
Santa Clara,Greater Bay Area,Urinary Tract Infection,0-2 years,0.05,0.046,0.044
Santa Clara,Greater Bay Area,Urinary Tract Infection,3-5 years,0.142,0.139,0.144
Santa Clara,Greater Bay Area,Urinary Tract Infection,6-10 years,0.173,0.178,0.18
Santa Clara,Greater Bay Area,Urinary Tract Infection,11+ years,0.635,0.636,0.632
Santa Cruz,Central Coast,Asthma in Younger Adults (Age 18-39),0-2 years,0.059,0.057,0.041
Santa Cruz,Central Coast,Asthma in Younger Adults (Age 18-39),3-5 years,0.146,0.197,0.141
Santa Cruz,Central Coast,Asthma in Younger Adults (Age 18-39),6-10 years,0.212,0.173,0.175
Santa Cruz,Central Coast,Asthma in Younger Adults (Age 18-39),11+ years,0.583,0.573,0.642
Santa Cruz,Central Coast,Community-Acquired Pneumonia,0-2 years,0.059,0.057,0.043
Santa Cruz,Central Coast,Community-Acquired Pneumonia,3-5 years,0.154,0.185,0.141
Santa Cruz,Central Coast,Community-Acquired Pneumonia,6-10 years,0.216,0.182,0.178
Santa Cruz,Central Coast,Community-Acquired Pneumonia,11+ years,0.571,0.576,0.638
Santa Cruz,Central Coast,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.059,0.057,0.041
Santa Cruz,Central Coast,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.15,0.195,0.141
Santa Cruz,Central Coast,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.215,0.174,0.175
Santa Cruz,Central Coast,COPD or Asthma in Older Adults (Age 40+),11+ years,0.577,0.574,0.642
Santa Cruz,Central Coast,Diabetes Composite,0-2 years,0.057,0.052,0.041
Santa Cruz,Central Coast,Diabetes Composite,3-5 years,0.14,0.175,0.138
Santa Cruz,Central Coast,Diabetes Composite,6-10 years,0.231,0.189,0.173
Santa Cruz,Central Coast,Diabetes Composite,11+ years,0.572,0.585,0.647
Santa Cruz,Central Coast,Heart Failure,0-2 years,0.06,0.05,0.039
Santa Cruz,Central Coast,Heart Failure,3-5 years,0.136,0.17,0.135
Santa Cruz,Central Coast,Heart Failure,6-10 years,0.219,0.196,0.174
Santa Cruz,Central Coast,Heart Failure,11+ years,0.585,0.584,0.653
Santa Cruz,Central Coast,Hypertension,0-2 years,0.061,0.048,0.039
Santa Cruz,Central Coast,Hypertension,3-5 years,0.138,0.169,0.135
Santa Cruz,Central Coast,Hypertension,6-10 years,0.209,0.196,0.174
Santa Cruz,Central Coast,Hypertension,11+ years,0.592,0.587,0.653
Santa Cruz,Central Coast,Urinary Tract Infection,0-2 years,0.065,0.058,0.044
Santa Cruz,Central Coast,Urinary Tract Infection,3-5 years,0.149,0.194,0.144
Santa Cruz,Central Coast,Urinary Tract Infection,6-10 years,0.212,0.178,0.18
Santa Cruz,Central Coast,Urinary Tract Infection,11+ years,0.574,0.57,0.632
Shasta,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0.097,0.088,0.041
Shasta,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0.165,0.227,0.141
Shasta,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0.189,0.2,0.175
Shasta,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.548,0.483,0.642
Shasta,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0.091,0.086,0.043
Shasta,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0.171,0.225,0.141
Shasta,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0.166,0.2,0.178
Shasta,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.572,0.487,0.638
Shasta,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.096,0.087,0.041
Shasta,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.177,0.231,0.141
Shasta,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.187,0.199,0.175
Shasta,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.54,0.481,0.642
Shasta,Northern and Sierra,Diabetes Composite,0-2 years,0.081,0.084,0.041
Shasta,Northern and Sierra,Diabetes Composite,3-5 years,0.176,0.233,0.138
Shasta,Northern and Sierra,Diabetes Composite,6-10 years,0.177,0.201,0.173
Shasta,Northern and Sierra,Diabetes Composite,11+ years,0.566,0.481,0.647
Shasta,Northern and Sierra,Heart Failure,0-2 years,0.084,0.077,0.039
Shasta,Northern and Sierra,Heart Failure,3-5 years,0.194,0.227,0.135
Shasta,Northern and Sierra,Heart Failure,6-10 years,0.188,0.192,0.174
Shasta,Northern and Sierra,Heart Failure,11+ years,0.534,0.504,0.653
Shasta,Northern and Sierra,Hypertension,0-2 years,0.084,0.076,0.039
Shasta,Northern and Sierra,Hypertension,3-5 years,0.179,0.226,0.135
Shasta,Northern and Sierra,Hypertension,6-10 years,0.199,0.19,0.174
Shasta,Northern and Sierra,Hypertension,11+ years,0.538,0.507,0.653
Shasta,Northern and Sierra,Urinary Tract Infection,0-2 years,0.088,0.096,0.044
Shasta,Northern and Sierra,Urinary Tract Infection,3-5 years,0.161,0.225,0.144
Shasta,Northern and Sierra,Urinary Tract Infection,6-10 years,0.161,0.189,0.18
Shasta,Northern and Sierra,Urinary Tract Infection,11+ years,0.59,0.488,0.632
Siskiyou,Northern and Sierra,Asthma in Younger Adults (Age 18-39),0-2 years,0.122,0.088,0.041
Siskiyou,Northern and Sierra,Asthma in Younger Adults (Age 18-39),3-5 years,0.444,0.227,0.141
Siskiyou,Northern and Sierra,Asthma in Younger Adults (Age 18-39),6-10 years,0.237,0.2,0.175
Siskiyou,Northern and Sierra,Asthma in Younger Adults (Age 18-39),11+ years,0.197,0.483,0.642
Siskiyou,Northern and Sierra,Community-Acquired Pneumonia,0-2 years,0.137,0.086,0.043
Siskiyou,Northern and Sierra,Community-Acquired Pneumonia,3-5 years,0.421,0.225,0.141
Siskiyou,Northern and Sierra,Community-Acquired Pneumonia,6-10 years,0.266,0.2,0.178
Siskiyou,Northern and Sierra,Community-Acquired Pneumonia,11+ years,0.176,0.487,0.638
Siskiyou,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),0-2 years,0.122,0.087,0.041
Siskiyou,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),3-5 years,0.444,0.231,0.141
Siskiyou,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),6-10 years,0.237,0.199,0.175
Siskiyou,Northern and Sierra,COPD or Asthma in Older Adults (Age 40+),11+ years,0.197,0.481,0.642
Siskiyou,Northern and Sierra,Diabetes Composite,0-2 years,0.137,0.084,0.041
Siskiyou,Northern and Sierra,Diabetes Composite,3-5 years,0.421,0.233,0.138
Siskiyou,Northern and Sierra,Diabetes Composite,6-10 years,0.266,0.201,0.173
Siskiyou,Northern and Sierra,Diabetes Composite,11+ years,0.176,0.481,0.647
Siskiyou,Northern and Sierra,Heart Failure,0-2 years,0.114,0.077,0.039
Siskiyou,Northern and Sierra,Heart Failure,3-5 years,0.351,0.227,0.135
Siskiyou,Northern and Sierra,Heart Failure,6-10 years,0.221,0.192,0.174
Siskiyou,Northern and Sierra,Heart Failure,11+ years,0.314,0.504,0.653
Siskiyou,Northern and Sierra,Hypertension,0-2 years,0.114,0.076,0.039
Siskiyou,Northern and Sierra,Hypertension,3-5 years,0.351,0.226,0.135
Siskiyou,Northern and Sierra,Hypertension,6-10 years,0.221,0.19,0.174
Siskiyou,Northern and Sierra,Hypertension,11+ years,0.314,0.507,0.653
Siskiyou,Northern and Sierra,Urinary Tract Infection,0-2 years,0.185,0.096,0.044
Siskiyou,Northern and Sierra,Urinary Tract Infection,3-5 years,0.362,0.225,0.144
Siskiyou,Northern and Sierra,Urinary Tract Infection,6-10 years,0.228,0.189,0.18
Siskiyou,Northern and Sierra,Urinary Tract Infection,11+ years,0.225,0.488,0.632
Solano,Greater Bay Area,Asthma in Younger Adults (Age 18-39),0-2 years,0.07,0.041,0.041
Solano,Greater Bay Area,Asthma in Younger Adults (Age 18-39),3-5 years,0.092,0.138,0.141
Solano,Greater Bay Area,Asthma in Younger Adults (Age 18-39),6-10 years,0.151,0.169,0.175
Solano,Greater Bay Area,Asthma in Younger Adults (Age 18-39),11+ years,0.687,0.652,0.642
Solano,Greater Bay Area,Community-Acquired Pneumonia,0-2 years,0.071,0.042,0.043
Solano,Greater Bay Area,Community-Acquired Pneumonia,3-5 years,0.107,0.137,0.141
Solano,Greater Bay Area,Community-Acquired Pneumonia,6-10 years,0.156,0.168,0.178
Solano,Greater Bay Area,Community-Acquired Pneumonia,11+ years,0.665,0.653,0.638
