"time","GEO_ID","NAME","CATEGORY_CODE","CATEGORY_CODE_LABEL","DATA_TYPE_CODE","DATA_TYPE_CODE_LABEL","SEASONALLY_ADJ","SEASONALLY_ADJ_LABEL","CELL_VALUE","ERROR_DATA",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","965","no",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","77","no",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","119","no",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","1713","no",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","1","no",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","15588","no",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1287","no",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","1","no",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","17","no",
"2015-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","33173","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","587","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","10111","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","99","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","908","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","1269","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","4","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","132","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","166","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","974","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","13","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","5","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","17","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","26","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","965","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","77","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","119","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","1067","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","1","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","18687","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1981","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","0","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","17","no",
"2015-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","37226","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","628","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","9729","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","92","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","733","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","1215","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","3","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","187","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","166","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","1169","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","13","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","4","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","19","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","26","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","965","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","74","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","169","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","1584","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","7","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","18478","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","2265","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","1","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","17","no",
"2016-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","37543","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","644","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","10372","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","57","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","1307","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","1180","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","4","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","253","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","166","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","1169","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","14","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","4","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","19","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","26","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","965","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","74","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","169","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","834","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","7","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","28111","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","4158","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","1","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","17","no",
"2016-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","49550","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","718","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","9020","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","102","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","1044","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","1282","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","3","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","154","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","206","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","1169","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","6","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","4","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","19","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","26","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","972","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","74","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","169","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","834","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","7","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","16607","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1323","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","0","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","17","no",
"2016-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","33756","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","626","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","9408","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","89","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","1146","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","1225","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","3","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","132","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","166","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","1169","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","19","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","4","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","19","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","26","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","1009","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","74","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","169","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","834","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","7","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","18544","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1908","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","0","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","17","no",
"2016-Q4","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","36595","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","688","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","9706","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","95","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","1070","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","1158","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","4","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","175","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","267","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","1169","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","17","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","4","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","19","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","26","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","1166","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","74","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","169","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","834","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","7","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","20732","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","1961","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","0","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","17","no",
"2017-Q1","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","39357","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","651","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","10303","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","85","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","1655","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","1213","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","4","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","267","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T16","Tobacco Products Sales Taxes","no","Not Seasonally Adjusted","225","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T19","Other Selective Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","1191","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T20","Alcoholic Beverage License","no","Not Seasonally Adjusted","16","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T21","Amusements License ","no","Not Seasonally Adjusted","5","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T22","Corporations In General License","no","Not Seasonally Adjusted","19","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T23","Hunting and Fishing License","no","Not Seasonally Adjusted","27","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T24","Motor Vehicle License","no","Not Seasonally Adjusted","997","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T25","Motor Vehicle Operator License","no","Not Seasonally Adjusted","75","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T27","Public Utilities License","no","Not Seasonally Adjusted","168","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T28","Occupation and Business License, Not Elsewhere classified","no","Not Seasonally Adjusted","857","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T29","Other License Taxes","no","Not Seasonally Adjusted","7","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T40","Individual Income Taxes","no","Not Seasonally Adjusted","28314","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T41","Corporation Net Income Taxes","no","Not Seasonally Adjusted","4920","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T50","Death and Gift Taxes","no","Not Seasonally Adjusted","0","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T53","Severance Taxes","no","Not Seasonally Adjusted","21","no",
"2017-Q2","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","TOTAL","Total Taxes","no","Not Seasonally Adjusted","51021","no",
"2017-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T01","Property Taxes","no","Not Seasonally Adjusted","745","no",
"2017-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T09","General Sales and Gross Receipts Taxes","no","Not Seasonally Adjusted","9169","no",
"2017-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T10","Alcoholic Beverages Sales Taxes","no","Not Seasonally Adjusted","99","no",
"2017-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T12","Insurance Premiums Sales Taxes","no","Not Seasonally Adjusted","1241","no",
"2017-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T13","Motor Fuels Sales Tax","no","Not Seasonally Adjusted","1158","no",
"2017-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T14","Pari-Mutuels Sales Taxes","no","Not Seasonally Adjusted","3","no",
"2017-Q3","0400000US06","California","QTAXCAT3","State Tax Collections by State and Type of Tax","T15","Public Utilities Sales Taxes","no","Not Seasonally Adjusted","154","no",
