county,year,oshpd_id,facility_name,city,discharges,patient_days,ed_visits,net_patient_rev,op_revenue,op_expense,medi_cal_trad,medi_cal_mc,medi_cal_total_rev,operating_margin,cost_per_discharge,cost_per_patient_day,ed_per_discharge,medi_cal_rev_share
BUTTE,2023,106040937,OROVILLE HOSPITAL,OROVILLE,923.0,80485.0,16186.0,388200627.0,393497183.0,384752614.0,10705130.0,147255489.0,157960619.0,0.02222269784330324,416850.06933911156,4780.426340311859,17.536294691224267,0.40690459523652445
BUTTE,2023,106040962,ENLOE MEDICAL CENTER,CHICO,12359.0,82380.0,59579.0,847171640.0,851177296.0,837673460.0,98257677.0,17608335.0,115866012.0,0.01586489214815711,67778.41734768185,10168.408108764263,4.82069746743264,0.1367680485621544
BUTTE,2023,106044006,BUTTE COUNTY MENTAL HEALTH PSYCHIATRIC HEALTH FACILITY,CHICO,,2398.0,,1906084.0,1906084.0,4013819.0,,,0.0,-1.1057933438400407,,1673.8194328607174,,0.0
CALAVERAS,2023,106050932,MARK TWAIN MEDICAL CENTER,SAN ANDREAS,,2928.0,10144.0,76460076.0,78746027.0,81144460.0,1637751.0,12492219.0,14129970.0,-0.030457828685122108,,27713.271857923497,,0.18480193506477813
COLUSA,2023,106060870,COLUSA MEDICAL CENTER,COLUSA,724.0,6152.0,4808.0,32717530.0,32921186.0,30126433.0,7327246.0,5879119.0,13206365.0,0.08489223322634853,41611.095303867405,4897.014466840052,6.640883977900552,0.40364798320655626
CONTRA COSTA,2023,106070924,CONTRA COSTA REGIONAL MEDICAL CENTER,MARTINEZ,513.0,44450.0,36478.0,716817029.0,724903532.0,768650008.0,139869152.0,342405026.0,482274178.0,-0.06034799675938122,1498343.0955165692,17292.463622047246,71.10721247563353,0.67279955482196
CONTRA COSTA,2023,106070934,SUTTER DELTA MEDICAL CENTER,ANTIOCH,778.0,22724.0,47007.0,216225940.0,216762739.0,228474145.0,17170547.0,51345365.0,68515912.0,-0.054028686175625416,293668.56683804624,10054.310200668897,60.42030848329049,0.31687184248106404
CONTRA COSTA,2023,106070988,JOHN MUIR MEDICAL CENTER - WALNUT CREEK,WALNUT CREEK,,112014.0,62932.0,1120141680.0,1131585139.0,1085989741.0,9800932.0,87061878.0,96862810.0,0.04029338706258849,,9695.125082578963,,0.08647371286103736
CONTRA COSTA,2023,106070990,KAISER FOUNDATION HOSPITALS - WALNUT CREEK,WALNUT CREEK,2481.0,53454.0,68831.0,661564770.0,754434134.0,794671622.0,5634224.0,22051414.0,27685638.0,-0.05333465996118357,320302.951229343,14866.457552287948,27.743248690044336,0.041848718758104364
CONTRA COSTA,2023,106071018,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,CONCORD,,58403.0,53468.0,564192757.0,568732102.0,610515161.0,7017785.0,59753566.0,66771351.0,-0.07346703105568675,,10453.489735116347,,0.11834847252390374
CONTRA COSTA,2023,106074017,"SAN RAMON REGIONAL MEDICAL CENTER, LLC",SAN RAMON,,14257.0,17861.0,181190655.0,181965998.0,171494172.0,1334841.0,6091555.0,7426396.0,0.057548256900170985,,12028.76986743354,,0.0409866391840131
CONTRA COSTA,2023,106074039,JOHN MUIR BEHAVIORAL HEALTH CENTER,CONCORD,3124.0,19733.0,,44534175.0,45579383.0,48247167.0,11015976.0,49100.0,11065076.0,-0.058530498317627515,15444.035531370038,2444.9990878224294,,0.24846257958073772
CONTRA COSTA,2023,106074097,KAISER FOUNDATION HOSPITALS - ANTIOCH,ANTIOCH,1507.0,34316.0,66603.0,470410619.0,522997443.0,479613047.0,6947103.0,30540801.0,37487904.0,0.08295336159033573,318256.8327803583,13976.36807903019,44.19575315195753,0.07969187447275718
DEL NORTE,2023,106084001,SUTTER COAST HOSPITAL,CRESCENT CITY,396.0,8896.0,17312.0,107954424.0,108308135.0,106090586.0,5454278.0,23838696.0,29292974.0,0.020474445432930775,267905.5202020202,11925.650404676258,43.717171717171716,0.27134574864666966
EL DORADO,2023,106090793,BARTON HEALTHCARE SYSTEM,SOUTH LAKE TAHOE,156.0,21278.0,17922.0,172688826.0,174228538.0,178708855.0,14835104.0,3129315.0,17964419.0,-0.025715173021769833,1145569.5833333333,8398.761866716797,114.88461538461539,0.10402768619204117
EL DORADO,2023,106090933,MARSHALL MEDICAL CENTER,PLACERVILLE,522.0,16683.0,31446.0,314810633.0,318294388.0,313903943.0,30102499.0,32526322.0,62628821.0,0.013793661357296693,601348.5498084291,18815.797098843133,60.241379310344826,0.19894125050090034
EL DORADO,2023,106094002,EL DORADO COUNTY PHF,PLACERVILLE,,3880.0,,5058378.0,5058393.0,5267981.0,,31528.0,31528.0,-0.04143371224813888,,1357.7270618556702,,0.0062328279934793325
FRESNO,2023,106100005,CLOVIS COMMUNITY MEDICAL CENTER,CLOVIS,4062.0,96625.0,64635.0,653377769.0,728997329.0,729527950.0,7910852.0,138095870.0,146006722.0,-0.00072787783835625,179598.21516494337,7550.095213454075,15.912112259970458,0.22346447786778004
FRESNO,2023,106100717,COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,3976.0,294301.0,113654.0,1544446758.0,1730362334.0,1619054914.0,208046332.0,670530331.0,878576663.0,0.06432607657535847,407206.9703219316,5501.357161545492,28.585010060362173,0.5688617354072623
FRESNO,2023,106100797,REEDLEY COMMUNITY HOSPITAL,REEDLEY,,6241.0,37261.0,190023893.0,194286080.0,227510139.0,14434227.0,111325762.0,125759989.0,-0.17100586413602045,,36454.11616728088,,0.6618114544153666
FRESNO,2023,106100899,SAINT AGNES MEDICAL CENTER,FRESNO,,114754.0,57733.0,566215855.0,581095955.0,666390120.0,22840049.0,123642144.0,146482193.0,-0.14678155004537935,,5807.118880387612,,0.258703799454715
FRESNO,2023,106104023,SAN JOAQUIN REHAB,FRESNO,1512.0,18816.0,,43564176.0,44009490.0,43892499.0,1087728.0,5915843.0,7003571.0,0.0026583130138522395,29029.430555555555,2332.722098214286,,0.1607644547207779
FRESNO,2023,106104047,FRESNO SURGERY CENTER LP,FRESNO,,1790.0,,102383454.0,102383454.0,95620880.0,45507.0,1236701.0,1282208.0,0.06605143444369439,,53419.486033519555,,0.012523586086478387
FRESNO,2023,106104062,KAISER FOUNDATION HOSPITALS - FRESNO,FRESNO,1761.0,31305.0,51018.0,456105525.0,562727847.0,503890386.0,3560903.0,1020810.0,4581713.0,0.10455757843453586,286138.7768313458,16096.163104935315,28.971039182282794,0.010045291602201047
FRESNO,2023,106105125,"CENTRAL STAR BEHAVIORAL HEALTH, INC.",FRESNO,425.0,3979.0,,5723957.0,5723957.0,5487376.0,,,0.0,0.04133172209364955,12911.472941176471,1379.0841920080422,,0.0
GLENN,2023,106110889,GLENN MEDICAL CENTER,WILLOWS,225.0,6766.0,6367.0,28674864.0,29233951.0,36327784.0,5118685.0,,5118685.0,-0.24265734727406502,161456.8177777778,5369.1670115282295,28.297777777777778,0.17850773416048285
HUMBOLDT,2023,106121002,AMERICAN HOSPITAL MANAGEMENT CORPORATION,ARCATA,2.0,4961.0,12766.0,53498487.0,54053654.0,66926451.0,1336402.0,11498838.0,12835240.0,-0.23814850703710058,33463225.5,13490.516226567224,6383.0,0.2399178130028238
HUMBOLDT,2023,106121051,REDWOOD MEMORIAL HOSPITAL,FORTUNA,167.0,4415.0,11719.0,50139527.0,50534979.0,56314190.0,1613745.0,8037375.0,9651120.0,-0.11436060950970219,337210.71856287424,12755.195922989808,70.17365269461078,0.19248526217648604
HUMBOLDT,2023,106121080,ST JOSEPH HEALTH NORTHERN CALIFORNIA LLC,EUREKA,2161.0,35960.0,30907.0,333137267.0,336509437.0,387942520.0,13152970.0,63097389.0,76250359.0,-0.15284291417955093,179519.9074502545,10788.167964404895,14.302174919018972,0.22888570734417413
HUMBOLDT,2023,106124004,SEMPERVIRENS PSYCHIATRIC HEALTH FACILITY,EUREKA,,4770.0,,10431581.0,10431581.0,10865409.0,,,0.0,-0.04158794338077804,,2277.8635220125784,,0.0
IMPERIAL,2023,106130699,EL CENTRO REGIONAL MEDICAL CENTER,EL CENTRO,,17644.0,32641.0,146442682.0,149843421.0,182347104.0,21752270.0,46699913.0,68452183.0,-0.21691765165986165,,10334.79392428021,,0.4674332787759241
IMPERIAL,2023,106130760,PIONEERS MEMORIAL HEALTHCARE DISTRICT,BRAWLEY,,24201.0,43883.0,130284133.0,134096104.0,141858837.0,16992115.0,55879400.0,72871515.0,-0.05788932540500953,,5861.693194496095,,0.559327627409548
INYO,2023,106141273,NORTHERN INYO HEALTHCARE DISTRICT,BISHOP,9.0,2131.0,9326.0,89005416.0,90494720.0,112971508.0,-866334.0,2241440.0,1375106.0,-0.24837678927566162,12552389.777777778,53013.37775692163,1036.2222222222222,0.01544968903914791
INYO,2023,106141338,SOUTHERN INYO HEALTHCARE DISTRICT,LONE PINE,67.0,10587.0,3111.0,16162010.0,16530442.0,17688733.0,4781039.0,,4781039.0,-0.07007017719187424,264010.94029850746,1670.797487484651,46.43283582089552,0.2958195793716252
KERN,2023,106150706,ADVENTIST HEALTH DELANO,DELANO,,23009.0,28439.0,96148674.0,96867135.0,102030757.0,25172401.0,38185122.0,63357523.0,-0.05330623229436898,,4434.384675561737,,0.6589536845822751
KERN,2023,106150722,BAKERSFIELD MEMORIAL HOSPITAL,BAKERSFIELD,,72539.0,81699.0,589777656.0,611822091.0,573592018.0,49840216.0,176850073.0,226690289.0,0.06248560416887595,,7907.360426804891,,0.384365678648226
KERN,2023,106150736,KERN COUNTY HOSPITAL AUTHORITY,BAKERSFIELD,,55702.0,43073.0,426487599.0,474355501.0,507320566.0,64956942.0,241653552.0,306610494.0,-0.06949442966405063,,9107.76212703314,,0.7189200687638282
KERN,2023,106150761,MERCY HEALTHCARE BAKERSFIELD,BAKERSFIELD,,43086.0,90062.0,371217719.0,378603942.0,373652620.0,15281064.0,95442588.0,110723652.0,0.013077840589414677,,8672.251311330827,,0.2982714626291855
KERN,2023,106150775,GOOD SAMARITAN HOSPITAL CALIFORNIA LIMITED PARTNERSHIP,BAKERSFIELD,,11510.0,,38064612.0,40311635.0,42009250.0,20487191.0,6387756.0,26874947.0,-0.04211228346357075,,3649.8045178105995,,0.7060349649695628
KERN,2023,106150782,RIDGECREST REGIONAL HOSPITAL,RIDGECREST,1607.0,25588.0,17885.0,149297736.0,150834805.0,166842109.0,15064345.0,37161618.0,52225963.0,-0.10612473692659993,103822.09645301805,6520.32628575895,11.12943372744244,0.34981081695706356
KERN,2023,106150788,SAN JOAQUIN COMMUNITY HOSPITAL CORP,BAKERSFIELD,,64335.0,55152.0,542541563.0,549734041.0,537900094.0,14529666.0,96069477.0,110599143.0,0.021526676751676726,,8360.924753244735,,0.20385377000139618
KERN,2023,106150820,BAKERSFIELD REHABILITATION HOSPITAL,BAKERSFIELD,694.0,10709.0,,18602211.0,18624105.0,25735302.0,327454.0,1154481.0,1481935.0,-0.3818275831241286,37082.56772334294,2403.1470725557942,,0.07966445494032941
KERN,2023,106154022,"ENCOMPASS HEALTH REHABILITATION HOSPITAL OF BAKERSFIELD, LLC",BAKERSFIELD,1827.0,22865.0,,44357761.0,44418319.0,44700360.0,1850918.0,2453545.0,4304463.0,-0.006349654970058637,24466.535303776684,1954.9687294992345,,0.09703968151142706
KERN,2023,106154044,AURORA BAKERSFIELD BEHAVIORAL HEALTHCARE HOSP,BAKERSFIELD,,22746.0,,26084716.0,30032138.0,29942420.0,7871011.0,6611.0,7877622.0,0.002987399698283219,,1316.3817814121164,,0.30200144789768846
KERN,2023,106154101,"HEART HOSPITAL OF BK, LLC",BAKERSFIELD,,7729.0,6500.0,47798118.0,48017179.0,72733934.0,212639.0,2579049.0,2791688.0,-0.5147481696082146,,9410.52322422047,,0.05840581422055153
KERN,2023,106154160,"CRESTWOOD BEHAVIORAL HEALTH, INC.",BAKERSFIELD,321.0,4728.0,,4791667.0,5431448.0,4631116.0,,,0.0,0.1473514981640255,14427.152647975077,979.5084602368867,,0.0
KERN,2023,106154168,ADVENTIST HEALTH MEDICAL CENTER TEHACHAPI,TEHACHAPI,104.0,3225.0,21174.0,59404438.0,63063652.0,59550631.0,1128203.0,16502168.0,17630371.0,0.055705955627181246,572602.2211538461,18465.311937984497,203.59615384615384,0.2967854186247836
KINGS,2023,106164029,HANFORD COMMUNITY HOSPITAL,HANFORD,,39638.0,94524.0,388912672.0,404464361.0,363480377.0,25207874.0,143078292.0,168286166.0,0.10132903650316918,,9169.99790604975,,0.43270939240570694
LAKE,2023,106171049,ADVENTIST HEALTH CLEARLAKE HOSPITAL,CLEARLAKE,216.0,5470.0,18659.0,177286207.0,191654049.0,195797580.0,4874131.0,55855533.0,60729664.0,-0.02161984587134916,906470.2777777778,35794.804387568554,86.38425925925925,0.3425515443511068
LAKE,2023,106171395,SUTTER WEST BAY HOSPITALS,LAKEPORT,479.0,7125.0,20742.0,105177139.0,105641715.0,103898594.0,4345354.0,24819587.0,29164941.0,0.01650030956047997,216907.29436325678,14582.258807017544,43.3027139874739,0.27729353809481355
LASSEN,2023,106184008,BANNER LASSEN COMMUNITY HOSPITAL,SUSANVILLE,,2873.0,10744.0,42853681.0,42930824.0,47883623.0,594501.0,6552395.0,7146896.0,-0.11536696803210672,,16666.767490428123,,0.16677437814501864
LOS ANGELES,2023,106190017,ALHAMBRA HOSPITAL MEDICAL CENTER LP,ALHAMBRA,,33666.0,17717.0,267348715.0,268681184.0,259899442.0,4533289.0,39385705.0,43918994.0,0.03268461851053924,,7719.938276005465,,0.1642760616971733
LOS ANGELES,2023,106190034,ANTELOPE VALLEY MEDICAL CENTER,LANCASTER,,86002.0,108977.0,496855609.0,509688405.0,505263199.0,35713259.0,155390313.0,191103572.0,0.008682179065854952,,5875.016848445385,,0.38462597289507505
LOS ANGELES,2023,106190052,BARLOW RESPIRATORY HOSPITAL,LOS ANGELES,,25634.0,,61364300.0,64393589.0,68654497.0,533882.0,1938202.0,2472084.0,-0.06616975488041209,,2678.2592260279316,,0.040285377654434254
LOS ANGELES,2023,106190053,ST. MARY MEDICAL CENTER,LONG BEACH,,67214.0,42741.0,404971086.0,427782391.0,444822173.0,37094992.0,199508199.0,236603191.0,-0.0398328270599619,,6617.998824649627,,0.5842471207932114
LOS ANGELES,2023,106190081,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,MONTEBELLO,,20865.0,21752.0,92625304.0,92634901.0,128938843.0,5098305.0,38329505.0,43427810.0,-0.3919035008198476,,6179.671363527438,,0.46885470950789
LOS ANGELES,2023,106190125,CALIFORNIA HOSPITAL MEDICAL CENTER,LOS ANGELES,,78349.0,60298.0,579932316.0,622775133.0,588120423.0,68115251.0,388680119.0,456795370.0,0.05564562257497844,,7506.419009815058,,0.78767014252746
LOS ANGELES,2023,106190137,CASA COLINA HOSPITAL AND CENTERS FOR HEALTHCARE,POMONA,,25691.0,,88299208.0,91988787.0,106657906.0,162743.0,7511412.0,7674155.0,-0.1594663814840824,,4151.566930053326,,0.08691080218975464
LOS ANGELES,2023,106190148,"PRIME HEALTHCARE CENTINELA, LLC",INGLEWOOD,4697.0,57547.0,38021.0,249786596.0,252993052.0,241130314.0,23344661.0,94770573.0,118115234.0,0.04688958019289795,51337.090483287204,4190.145689610232,8.09474132424952,0.47286458077198024
LOS ANGELES,2023,106190150,"KEDREN COMMUNITY HEALTH CENTER, INC.",LOS ANGELES,1099.0,20558.0,,42887464.0,43209202.0,42848236.0,,,0.0,0.008353914983201958,38988.385805277525,2084.2609203229886,,0.0
LOS ANGELES,2023,106190155,"CALIFORNIA REHABILITATION INSTITUTE, LLC",LOS ANGELES,,47739.0,,146218881.0,146416434.0,127171189.0,,338638.0,338638.0,0.13144183664519518,,2663.884643582815,,0.0023159662943939502
LOS ANGELES,2023,106190163,AURORA CHARTER OAK - LOS ANGELES,COVINA,6798.0,52422.0,,51016038.0,51339192.0,52775225.0,5272323.0,,5272323.0,-0.02797147645019423,7763.345837010886,1006.7381061386441,,0.10334638295510129
LOS ANGELES,2023,106190170,CHILDREN'S HOSPITAL LOS ANGELES,LOS ANGELES,,113627.0,63432.0,1258852667.0,1383668079.0,1648286467.0,642099676.0,227667895.0,869767571.0,-0.19124412278936442,,14506.116213575999,,0.6909208629416201
LOS ANGELES,2023,106190176,CITY OF HOPE HELFORD RESEARCH HOSPITAL,DUARTE,1979.0,77978.0,,2279670517.0,2464679763.0,2371303839.0,208662068.0,139889668.0,348551736.0,0.0378856212485565,1198233.3698837797,30409.908422888508,,0.15289566338678057
LOS ANGELES,2023,106190196,SOUTH BAY COMMUNITY HOSPITAL,GARDENA,401.0,16454.0,,36238140.0,36375732.0,40175014.0,165966.0,5865154.0,6031120.0,-0.1044455132889147,100187.06733167083,2441.6563753494593,,0.16643017550017744
LOS ANGELES,2023,106190198,ALTA LOS ANGELES HOSPITALS INC.,LOS ANGELES,229.0,63256.0,9086.0,179980512.0,180536417.0,197902785.0,24508355.0,94216996.0,118725351.0,-0.09619315752787982,864204.3013100437,3128.601002276464,39.6768558951965,0.6596567021656211
LOS ANGELES,2023,106190232,DEL AMO HOSPITAL,TORRANCE,,51002.0,,56141273.0,56454257.0,42795621.0,19718636.0,,19718636.0,0.24194164843937277,,839.0969177679307,,0.35123243464750076
LOS ANGELES,2023,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,,51583.0,33095.0,254805253.0,256172273.0,237652265.0,8968175.0,41739089.0,50707264.0,0.07229513086297204,,4607.181920400132,,0.1990039977707995
LOS ANGELES,2023,106190240,LAKEWOOD REGIONAL MEDICAL CENTER,LAKEWOOD,,13186.0,7705.0,63805450.0,64411855.0,62886419.0,2256299.0,12928889.0,15185188.0,0.023682534837725137,,4769.180873653875,,0.23799202105776232
LOS ANGELES,2023,106190243,PIH HEALTH HOSPITAL - DOWNEY,DOWNEY,1048.0,31858.0,54508.0,189121818.0,191832918.0,200713302.0,11869752.0,41951852.0,53821604.0,-0.04629228441387729,191520.32633587785,6300.248038169377,52.01145038167939,0.28458696394299676
LOS ANGELES,2023,106190256,EAST LOS ANGELES DOCTORS HOSPTIAL,LOS ANGELES,,16340.0,11498.0,70186777.0,70833455.0,77741109.0,12667584.0,40617427.0,53285011.0,-0.09751965367212428,,4757.717809057527,,0.7591887429166323
LOS ANGELES,2023,106190280,"PRIME HEALTHCARE SERVICES-ENCINO, LLC",ENCINO,474.0,21832.0,6757.0,52604139.0,53036934.0,57168664.0,1074669.0,13356154.0,14430823.0,-0.07790288179177175,120608.99578059072,2618.572004397215,14.255274261603375,0.27432866071622236
LOS ANGELES,2023,106190298,EMANATE HEALTH FOOTHILL PRESBYTERIAN HOSPITAL,GLENDORA,,25280.0,39325.0,115041559.0,122427992.0,118163591.0,5157105.0,31203223.0,36360328.0,0.0348319116432131,,4674.192681962026,,0.3160625457101116
LOS ANGELES,2023,106190305,KINDRED HOSPITAL - LOS ANGELES,LOS ANGELES,,21626.0,,51017624.0,51232622.0,50379426.0,758619.0,6860774.0,7619393.0,0.016653373703965416,,2329.576713215574,,0.14934825267440915
LOS ANGELES,2023,106190317,GATEWAYS HOSPITAL,LOS ANGELES,,14798.0,,38778681.0,38827802.0,41198782.0,,,0.0,-0.06106397678653044,,2784.0777132044873,,0.0
LOS ANGELES,2023,106190323,GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,1451.0,111816.0,42296.0,537871255.0,544518802.0,567758010.0,14951408.0,117953746.0,132905154.0,-0.0426784307807979,391287.39490006893,5077.609733848465,29.149552033080635,0.24709473273488095
LOS ANGELES,2023,106190328,"CHLB, LLC",GLENDORA,,21989.0,,23350563.0,23385433.0,21219754.0,,,0.0,0.09260803509603607,,965.0167811178317,,0.0
LOS ANGELES,2023,106190380,"SOUTHERN CA HEALTHCARE SYSTEM, INC.",HOLLYWOOD,599.0,116581.0,11773.0,450703244.0,452053226.0,490928316.0,44983428.0,253513985.0,298497413.0,-0.08599670959985584,819579.8263772955,4211.049107487498,19.65442404006678,0.6622925771530502
LOS ANGELES,2023,106190382,"CHA HOLLYWOOD PRESBYTERIAN MEDICAL CENTER, LP",LOS ANGELES,,92224.0,31373.0,475305584.0,481770212.0,484870262.0,42153913.0,197149964.0,239303877.0,-0.006434706677132624,,5257.527997050659,,0.5034737336475307
LOS ANGELES,2023,106190385,PROVIDENCE HOLY CROSS MEDICAL CENTER,MISSION HILLS,4462.0,97282.0,94830.0,612172715.0,623469056.0,651723808.0,72264137.0,132683085.0,204947222.0,-0.04531861161045336,146060.91618108473,6699.325753993545,21.25280143433438,0.3347866002162478
LOS ANGELES,2023,106190392,PIH HEALTH GOOD SAMARITAN HOSPITAL,LOS ANGELES,6501.0,56095.0,47812.0,341660828.0,351148481.0,394026603.0,45141610.0,50975801.0,96117411.0,-0.1221082371704749,60610.15274573142,7024.273161600856,7.354560836794339,0.28132405919241055
LOS ANGELES,2023,106190400,"PASADENA HOSPITAL ASSOCIATION, LTD.",PASADENA,6157.0,125569.0,54472.0,687662173.0,713826381.0,799115891.0,38124394.0,49098615.0,87223009.0,-0.11948214897930481,129789.81500730876,6363.958389411399,8.847165827513399,0.12683991125974003
LOS ANGELES,2023,106190413,EMANATE HEALTH MEDICAL CENTER,COVINA,,108812.0,102460.0,519685062.0,549187741.0,545470691.0,63906867.0,151242479.0,215149346.0,0.006768268339769805,,5012.964480020586,,0.41399948109341655
LOS ANGELES,2023,106190422,TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,12645.0,125601.0,85082.0,790584351.0,826323251.0,789946478.0,12961748.0,33061415.0,46023163.0,0.04402244878862788,62471.05401344405,6289.332712319169,6.72850929221036,0.05821410826281331
LOS ANGELES,2023,106190429,KAISER FOUNDATION HOSPITALS - SUNSET,LOS ANGELES,7009.0,139290.0,52815.0,1293388620.0,1379468454.0,1188124921.0,22494883.0,57798776.0,80293659.0,0.13870816142635764,169514.18476244828,8529.865180558547,7.535311742045941,0.06208007226783857
LOS ANGELES,2023,106190432,KAISER FOUNDATION HOSPITALS - PANORAMA,PANORAMA CITY,3675.0,37307.0,63661.0,478393681.0,550259822.0,535036926.0,7634186.0,32780138.0,40414324.0,0.02766492371670923,145588.27918367347,14341.462084863431,17.322721088435372,0.08447921785990313
LOS ANGELES,2023,106190462,AURORA LAS ENCINAS,PASADENA,2975.0,36977.0,,39345778.0,39607025.0,34197873.0,215379.0,18160.0,233539.0,0.13657052000244907,11495.083361344537,924.8417394596642,,0.005935554254385311
LOS ANGELES,2023,106190470,PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE,TORRANCE,4770.0,96039.0,51568.0,500196137.0,517085982.0,607374965.0,27425344.0,60603214.0,88028558.0,-0.17461115973551958,127332.27777777778,6324.2533241703895,10.810901467505241,0.17598808045172887
LOS ANGELES,2023,106190517,PROVIDENCE CEDARS-SINAI TARZANA MEDICAL CENTER,TARZANA,3414.0,47152.0,46018.0,318367836.0,321247174.0,370057591.0,18081931.0,38719235.0,56801166.0,-0.1519403778474951,108394.13913298184,7848.184403630811,13.479203280609257,0.1784136447753472
LOS ANGELES,2023,106190521,MEMORIAL HOSPITAL OF GARDENA,GARDENA,,45282.0,33855.0,191954516.0,193328387.0,180908590.0,18412334.0,129598803.0,148011137.0,0.06424197290799308,,3995.154586811537,,0.7710740027601122
LOS ANGELES,2023,106190522,GLENDALE MEMORIAL HOSPITAL,GLENDALE,,50776.0,29650.0,274916021.0,282210517.0,316158160.0,27823655.0,88086431.0,115910086.0,-0.12029191314652529,,6226.527493303923,,0.4216199753596754
LOS ANGELES,2023,106190524,MISSION COMMUNITY HOSPITAL,PANORAMA CITY,,40614.0,12345.0,158967847.0,160268810.0,164671257.0,29891794.0,54211874.0,84103668.0,-0.027469143871474432,,4054.5441719604078,,0.5290608735488505
LOS ANGELES,2023,106190525,LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,4509.0,103206.0,87574.0,707420643.0,741380932.0,769984639.0,34702015.0,118558782.0,153260797.0,-0.038581659934032404,170766.16522510533,7460.657704009457,19.42204479929031,0.21664733495768232
LOS ANGELES,2023,106190529,USC ARCADIA HOSPITAL,ARCADIA,636.0,65425.0,39016.0,282456554.0,288453828.0,346498633.0,2546461.0,841198.0,3387659.0,-0.20122736939375963,544809.1713836478,5296.119724875812,61.34591194968554,0.011993557777384766
LOS ANGELES,2023,106190555,CEDARS-SINAI MEDICAL CENTER,LOS ANGELES,8323.0,298624.0,60540.0,3964055472.0,4486349757.0,4121367691.0,82953581.0,167048209.0,250001790.0,0.081353903678714,495178.14381833473,13801.193778798757,7.273819536224919,0.06306717748171815
LOS ANGELES,2023,106190568,NORTHRIDGE HOSPITAL MEDICAL CENTER,NORTHRIDGE,,77276.0,52603.0,486553326.0,506688063.0,486208645.0,42303199.0,90448256.0,132751455.0,0.04041819710285932,,6291.845398312542,,0.27284050463977305
LOS ANGELES,2023,106190587,"CHLB, LLC",LONG BEACH,605.0,60623.0,7351.0,165246819.0,166383495.0,165526348.0,84104185.0,55196506.0,139300691.0,0.005151634782043736,273597.2694214876,2730.421589165828,12.150413223140497,0.8429856129333418
LOS ANGELES,2023,106190630,POMONA VALLEY HOSPITAL MEDICAL CENTER,POMONA,,96268.0,79978.0,757270287.0,797015998.0,761704466.0,130337110.0,180468237.0,310805347.0,0.04430467153558943,,7912.332924751735,,0.41042855151663965
LOS ANGELES,2023,106190631,PIH HEALTH HOSPITAL - WHITTIER,WHITTIER,2467.0,109139.0,64510.0,803200791.0,832569300.0,851311025.0,26527728.0,61767703.0,88295431.0,-0.02251070871818118,345079.4588569112,7800.245787482018,26.149169031211997,0.1099294622084106
LOS ANGELES,2023,106190661,L. A. DOWNTOWN MEDICAL CENTER,LOS ANGELES,,65410.0,,105148721.0,106440202.0,105789208.0,47467874.0,6525268.0,53993142.0,0.006116053782009921,,1617.3246904143098,,0.5134930932730984
LOS ANGELES,2023,106190673,"PRIME HEALTHCARE SERVICES - SAN DIMAS, LLC",SAN DIMAS,1004.0,13895.0,13908.0,67201614.0,67566001.0,63347486.0,4141474.0,13453220.0,17594694.0,0.06243546957884928,63095.105577689246,4559.0130262684415,13.852589641434262,0.2618195152277146
LOS ANGELES,2023,106190680,PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO,SAN PEDRO,895.0,72220.0,39658.0,217420072.0,220541359.0,259295106.0,22463203.0,53215010.0,75678213.0,-0.17572099480896008,289715.2022346369,3590.350401550817,44.31061452513966,0.3480737187871044
LOS ANGELES,2023,106190681,DOCS SURGICAL HOSPITAL,LOS ANGELES,,574.0,,14647829.0,14667072.0,15538239.0,,,0.0,-0.0593961085075467,,27070.102787456446,,0.0
LOS ANGELES,2023,106190687,SANTA MONICA-UCLA MEDICAL CENTER AND ORTHOPAEDIC HOSPITAL,SANTA MONICA,,86128.0,38250.0,837301573.0,855054389.0,787714852.0,44725686.0,51380791.0,96106477.0,0.07875468258663017,,9145.862576630132,,0.11478119724014899
LOS ANGELES,2023,106190708,"PRIME HEALTHCARE SERVICES - SHERMAN OAKS, LLC",SHERMAN OAKS,1317.0,29918.0,18340.0,100992815.0,101696460.0,96744434.0,5228939.0,37732903.0,42961842.0,0.0486941826686986,73458.18830675779,3233.6531185239655,13.925588458618071,0.42539503429031067
LOS ANGELES,2023,106190754,ST. FRANCIS MEDICAL CENTER,LYNWOOD,3499.0,84990.0,52627.0,444288851.0,450356881.0,343966373.0,93820043.0,188704772.0,282524815.0,0.23623599968932193,98304.19348385253,4047.139345805389,15.040583023721064,0.6359034541697288
LOS ANGELES,2023,106190756,PROVIDENCE SAINT JOHNS HEALTH CENTER,SANTA MONICA,2948.0,46863.0,30177.0,437801558.0,446382158.0,555620765.0,11740854.0,15356291.0,27097145.0,-0.24471992225101435,188473.80088195388,11856.278193884302,10.236431478968793,0.06189366964290246
