Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10,RiskAdjRate_ICD10,AnnotationCode,AnnotationDesc,count,population,obs_rate,risk_adj_rate,outcome_rate,county_upper,fips5
2013,Amador,16,Lower-Extremity Amputation (Diabetes),5.0,32252.0,15.5,11.7,,,,,,,5.0,32252.0,15.5,11.7,11.7,AMADOR,06005
2014,Amador,16,Lower-Extremity Amputation (Diabetes),2.0,33224.0,6.0,4.5,,,,,,,2.0,33224.0,6.0,4.5,4.5,AMADOR,06005
2015,Amador,16,Lower-Extremity Amputation (Diabetes),4.0,24635.0,16.2,12.2,,,,,,,4.0,24635.0,16.2,12.2,12.2,AMADOR,06005
2016,Amador,16,Lower-Extremity Amputation (Diabetes),,,,,8.0,31586.0,25.3,22.8,,,8.0,31586.0,25.3,22.8,22.8,AMADOR,06005
2017,Amador,16,Lower-Extremity Amputation (Diabetes),,,,,6.0,32677.0,18.4,16.6,,,6.0,32677.0,18.4,16.6,16.6,AMADOR,06005
2018,Amador,16,Lower-Extremity Amputation (Diabetes),,,,,11.0,33425.0,32.9,29.8,,,11.0,33425.0,32.9,29.8,29.8,AMADOR,06005
2019,Amador,16,Lower-Extremity Amputation (Diabetes),,,,,8.0,33684.0,23.8,21.4,,,8.0,33684.0,23.8,21.4,21.4,AMADOR,06005
2020,Amador,16,Lower-Extremity Amputation (Diabetes),,,,,9.0,34367.0,26.2,23.5,,,9.0,34367.0,26.2,23.5,23.5,AMADOR,06005
2021,Amador,16,Lower-Extremity Amputation (Diabetes),,,,,5.0,34879.0,14.3,12.9,,,5.0,34879.0,14.3,12.9,12.9,AMADOR,06005
2022,Amador,16,Lower-Extremity Amputation (Diabetes),,,,,13.0,35068.0,37.1,33.4,,,13.0,35068.0,37.1,33.4,33.4,AMADOR,06005
2023,Amador,16,Lower-Extremity Amputation (Diabetes),,,,,6.0,35299.0,17.0,15.8,,,6.0,35299.0,17.0,15.8,15.8,AMADOR,06005
2024,Amador,16,Lower-Extremity Amputation (Diabetes),,,,,11.0,35459.0,31.0,29.4,,,11.0,35459.0,31.0,29.4,29.4,AMADOR,06005
2005,Butte,16,Lower-Extremity Amputation (Diabetes),22.0,165310.0,13.3,13.5,,,,,,,22.0,165310.0,13.3,13.5,13.5,BUTTE,06007
2006,Butte,16,Lower-Extremity Amputation (Diabetes),28.0,167351.0,16.7,16.8,,,,,,,28.0,167351.0,16.7,16.8,16.8,BUTTE,06007
2007,Butte,16,Lower-Extremity Amputation (Diabetes),27.0,168208.0,16.1,16.0,,,,,,,27.0,168208.0,16.1,16.0,16.0,BUTTE,06007
2008,Butte,16,Lower-Extremity Amputation (Diabetes),14.0,169793.0,8.2,8.1,,,,,,,14.0,169793.0,8.2,8.1,8.1,BUTTE,06007
2009,Butte,16,Lower-Extremity Amputation (Diabetes),21.0,170726.0,12.3,12.0,,,,,,,21.0,170726.0,12.3,12.0,12.0,BUTTE,06007
2010,Butte,16,Lower-Extremity Amputation (Diabetes),25.0,171576.0,14.6,14.2,,,,,,,25.0,171576.0,14.6,14.2,14.2,BUTTE,06007
2011,Butte,16,Lower-Extremity Amputation (Diabetes),25.0,172643.0,14.5,14.1,,,,,,,25.0,172643.0,14.5,14.1,14.1,BUTTE,06007
2012,Butte,16,Lower-Extremity Amputation (Diabetes),24.0,169573.0,14.2,13.3,,,,,,,24.0,169573.0,14.2,13.3,13.3,BUTTE,06007
2013,Butte,16,Lower-Extremity Amputation (Diabetes),21.0,170817.0,12.3,11.5,,,,,,,21.0,170817.0,12.3,11.5,11.5,BUTTE,06007
2014,Butte,16,Lower-Extremity Amputation (Diabetes),28.0,175975.0,15.9,15.0,,,,,,,28.0,175975.0,15.9,15.0,15.0,BUTTE,06007
2015,Butte,16,Lower-Extremity Amputation (Diabetes),32.0,128928.0,24.8,22.7,,,,,,,32.0,128928.0,24.8,22.7,22.7,BUTTE,06007
2016,Butte,16,Lower-Extremity Amputation (Diabetes),,,,,46.0,180760.0,25.4,20.5,,,46.0,180760.0,25.4,20.5,20.5,BUTTE,06007
2017,Butte,16,Lower-Extremity Amputation (Diabetes),,,,,53.0,182932.0,29.0,23.4,,,53.0,182932.0,29.0,23.4,23.4,BUTTE,06007
2018,Butte,16,Lower-Extremity Amputation (Diabetes),,,,,49.0,184337.0,26.6,21.4,,,49.0,184337.0,26.6,21.4,21.4,BUTTE,06007
2019,Butte,16,Lower-Extremity Amputation (Diabetes),,,,,74.0,174575.0,42.4,34.5,,,74.0,174575.0,42.4,34.5,34.5,BUTTE,06007
2020,Butte,16,Lower-Extremity Amputation (Diabetes),,,,,71.0,167698.0,42.3,34.7,,,71.0,167698.0,42.3,34.7,34.7,BUTTE,06007
2021,Butte,16,Lower-Extremity Amputation (Diabetes),,,,,72.0,164365.0,43.8,35.7,,,72.0,164365.0,43.8,35.7,35.7,BUTTE,06007
2022,Butte,16,Lower-Extremity Amputation (Diabetes),,,,,77.0,165784.0,46.4,38.4,,,77.0,165784.0,46.4,38.4,38.4,BUTTE,06007
2023,Butte,16,Lower-Extremity Amputation (Diabetes),,,,,72.0,164973.0,43.6,35.8,,,72.0,164973.0,43.6,35.8,35.8,BUTTE,06007
2024,Butte,16,Lower-Extremity Amputation (Diabetes),,,,,90.0,166368.0,54.1,45.1,,,90.0,166368.0,54.1,45.1,45.1,BUTTE,06007
2005,Calaveras,16,Lower-Extremity Amputation (Diabetes),6.0,35913.0,16.7,13.3,,,,,,,6.0,35913.0,16.7,13.3,13.3,CALAVERAS,06009
2006,Calaveras,16,Lower-Extremity Amputation (Diabetes),2.0,36599.0,5.5,4.3,,,,,,,2.0,36599.0,5.5,4.3,4.3,CALAVERAS,06009
2007,Calaveras,16,Lower-Extremity Amputation (Diabetes),0.0,36944.0,0.0,0.0,,,,,,,0.0,36944.0,0.0,0.0,0.0,CALAVERAS,06009
2008,Calaveras,16,Lower-Extremity Amputation (Diabetes),2.0,37092.0,5.4,4.1,,,,,,,2.0,37092.0,5.4,4.1,4.1,CALAVERAS,06009
2009,Calaveras,16,Lower-Extremity Amputation (Diabetes),4.0,36875.0,10.8,8.1,,,,,,,4.0,36875.0,10.8,8.1,8.1,CALAVERAS,06009
2010,Calaveras,16,Lower-Extremity Amputation (Diabetes),2.0,36801.0,5.4,4.0,,,,,,,2.0,36801.0,5.4,4.0,4.0,CALAVERAS,06009
2011,Calaveras,16,Lower-Extremity Amputation (Diabetes),4.0,36652.0,10.9,8.0,,,,,,,4.0,36652.0,10.9,8.0,8.0,CALAVERAS,06009
2012,Calaveras,16,Lower-Extremity Amputation (Diabetes),4.0,37597.0,10.6,7.8,,,,,,,4.0,37597.0,10.6,7.8,7.8,CALAVERAS,06009
2013,Calaveras,16,Lower-Extremity Amputation (Diabetes),5.0,37646.0,13.3,9.6,,,,,,,5.0,37646.0,13.3,9.6,9.6,CALAVERAS,06009
2014,Calaveras,16,Lower-Extremity Amputation (Diabetes),9.0,38886.0,23.1,16.7,,,,,,,9.0,38886.0,23.1,16.7,16.7,CALAVERAS,06009
2015,Calaveras,16,Lower-Extremity Amputation (Diabetes),6.0,28698.0,20.9,15.0,,,,,,,6.0,28698.0,20.9,15.0,15.0,CALAVERAS,06009
2016,Calaveras,16,Lower-Extremity Amputation (Diabetes),,,,,11.0,37568.0,29.3,22.5,,,11.0,37568.0,29.3,22.5,22.5,CALAVERAS,06009
2017,Calaveras,16,Lower-Extremity Amputation (Diabetes),,,,,15.0,37872.0,39.6,30.5,,,15.0,37872.0,39.6,30.5,30.5,CALAVERAS,06009
2018,Calaveras,16,Lower-Extremity Amputation (Diabetes),,,,,22.0,37987.0,57.9,44.6,,,22.0,37987.0,57.9,44.6,44.6,CALAVERAS,06009
2019,Calaveras,16,Lower-Extremity Amputation (Diabetes),,,,,19.0,38289.0,49.6,38.1,,,19.0,38289.0,49.6,38.1,38.1,CALAVERAS,06009
2020,Calaveras,16,Lower-Extremity Amputation (Diabetes),,,,,9.0,37673.0,23.9,18.3,,,9.0,37673.0,23.9,18.3,18.3,CALAVERAS,06009
2021,Calaveras,16,Lower-Extremity Amputation (Diabetes),,,,,7.0,38312.0,18.3,14.1,,,7.0,38312.0,18.3,14.1,14.1,CALAVERAS,06009
2022,Calaveras,16,Lower-Extremity Amputation (Diabetes),,,,,14.0,38508.0,36.4,28.2,,,14.0,38508.0,36.4,28.2,28.2,CALAVERAS,06009
2023,Calaveras,16,Lower-Extremity Amputation (Diabetes),,,,,9.0,38409.0,23.4,17.1,,,9.0,38409.0,23.4,17.1,17.1,CALAVERAS,06009
2024,Calaveras,16,Lower-Extremity Amputation (Diabetes),,,,,8.0,38377.0,20.8,17.1,,,8.0,38377.0,20.8,17.1,17.1,CALAVERAS,06009
2005,Colusa,16,Lower-Extremity Amputation (Diabetes),1.0,14456.0,6.9,7.3,,,,,,,1.0,14456.0,6.9,7.3,7.3,COLUSA,06011
2006,Colusa,16,Lower-Extremity Amputation (Diabetes),1.0,14677.0,6.8,7.2,,,,,,,1.0,14677.0,6.8,7.2,7.2,COLUSA,06011
2007,Colusa,16,Lower-Extremity Amputation (Diabetes),4.0,14837.0,27.0,28.1,,,,,,,4.0,14837.0,27.0,28.1,28.1,COLUSA,06011
2008,Colusa,16,Lower-Extremity Amputation (Diabetes),1.0,14891.0,6.7,6.9,,,,,,,1.0,14891.0,6.7,6.9,6.9,COLUSA,06011
2009,Colusa,16,Lower-Extremity Amputation (Diabetes),1.0,14960.0,6.7,6.9,,,,,,,1.0,14960.0,6.7,6.9,6.9,COLUSA,06011
2010,Colusa,16,Lower-Extremity Amputation (Diabetes),3.0,15117.0,19.8,20.4,,,,,,,3.0,15117.0,19.8,20.4,20.4,COLUSA,06011
2011,Colusa,16,Lower-Extremity Amputation (Diabetes),2.0,15206.0,13.2,13.3,,,,,,,2.0,15206.0,13.2,13.3,13.3,COLUSA,06011
2012,Colusa,16,Lower-Extremity Amputation (Diabetes),3.0,16676.0,18.0,19.8,,,,,,,3.0,16676.0,18.0,19.8,19.8,COLUSA,06011
2013,Colusa,16,Lower-Extremity Amputation (Diabetes),3.0,16775.0,17.9,19.4,,,,,,,3.0,16775.0,17.9,19.4,19.4,COLUSA,06011
2014,Colusa,16,Lower-Extremity Amputation (Diabetes),5.0,16640.0,30.0,31.2,,,,,,,5.0,16640.0,30.0,31.2,31.2,COLUSA,06011
2015,Colusa,16,Lower-Extremity Amputation (Diabetes),0.0,13258.0,0.0,0.0,,,,,,,0.0,13258.0,0.0,0.0,0.0,COLUSA,06011
2016,Colusa,16,Lower-Extremity Amputation (Diabetes),,,,,4.0,15519.0,25.8,30.3,,,4.0,15519.0,25.8,30.3,30.3,COLUSA,06011
2017,Colusa,16,Lower-Extremity Amputation (Diabetes),,,,,6.0,15549.0,38.6,45.4,,,6.0,15549.0,38.6,45.4,45.4,COLUSA,06011
2018,Colusa,16,Lower-Extremity Amputation (Diabetes),,,,,8.0,15514.0,51.6,60.4,,,8.0,15514.0,51.6,60.4,60.4,COLUSA,06011
2019,Colusa,16,Lower-Extremity Amputation (Diabetes),,,,,5.0,15645.0,32.0,37.3,,,5.0,15645.0,32.0,37.3,37.3,COLUSA,06011
2020,Colusa,16,Lower-Extremity Amputation (Diabetes),,,,,7.0,15973.0,43.8,50.8,,,7.0,15973.0,43.8,50.8,50.8,COLUSA,06011
2021,Colusa,16,Lower-Extremity Amputation (Diabetes),,,,,8.0,16109.0,49.7,57.3,,,8.0,16109.0,49.7,57.3,57.3,COLUSA,06011
2022,Colusa,16,Lower-Extremity Amputation (Diabetes),,,,,6.0,16137.0,37.2,42.5,,,6.0,16137.0,37.2,42.5,42.5,COLUSA,06011
2023,Colusa,16,Lower-Extremity Amputation (Diabetes),,,,,11.0,16122.0,68.2,72.4,,,11.0,16122.0,68.2,72.4,72.4,COLUSA,06011
2024,Colusa,16,Lower-Extremity Amputation (Diabetes),,,,,8.0,16228.0,49.3,54.1,,,8.0,16228.0,49.3,54.1,54.1,COLUSA,06011
2005,Contra Costa,16,Lower-Extremity Amputation (Diabetes),102.0,744835.0,13.7,14.8,,,,,,,102.0,744835.0,13.7,14.8,14.8,CONTRA COSTA,06013
2006,Contra Costa,16,Lower-Extremity Amputation (Diabetes),110.0,747747.0,14.7,15.7,,,,,,,110.0,747747.0,14.7,15.7,15.7,CONTRA COSTA,06013
2007,Contra Costa,16,Lower-Extremity Amputation (Diabetes),108.0,755752.0,14.3,15.1,,,,,,,108.0,755752.0,14.3,15.1,15.1,CONTRA COSTA,06013
2008,Contra Costa,16,Lower-Extremity Amputation (Diabetes),82.0,767612.0,10.7,11.2,,,,,,,82.0,767612.0,10.7,11.2,11.2,CONTRA COSTA,06013
2009,Contra Costa,16,Lower-Extremity Amputation (Diabetes),106.0,780970.0,13.6,14.0,,,,,,,106.0,780970.0,13.6,14.0,14.0,CONTRA COSTA,06013
2010,Contra Costa,16,Lower-Extremity Amputation (Diabetes),121.0,793960.0,15.2,15.6,,,,,,,121.0,793960.0,15.2,15.6,15.6,CONTRA COSTA,06013
2011,Contra Costa,16,Lower-Extremity Amputation (Diabetes),108.0,808054.0,13.4,13.5,,,,,,,108.0,808054.0,13.4,13.5,13.5,CONTRA COSTA,06013
2012,Contra Costa,16,Lower-Extremity Amputation (Diabetes),129.0,793369.0,16.3,15.7,,,,,,,129.0,793369.0,16.3,15.7,15.7,CONTRA COSTA,06013
2013,Contra Costa,16,Lower-Extremity Amputation (Diabetes),113.0,808882.0,14.0,13.3,,,,,,,113.0,808882.0,14.0,13.3,13.3,CONTRA COSTA,06013
2014,Contra Costa,16,Lower-Extremity Amputation (Diabetes),117.0,818959.0,14.3,13.8,,,,,,,117.0,818959.0,14.3,13.8,13.8,CONTRA COSTA,06013
2015,Contra Costa,16,Lower-Extremity Amputation (Diabetes),88.0,620275.0,14.2,13.1,,,,,,,88.0,620275.0,14.2,13.1,13.1,CONTRA COSTA,06013
2016,Contra Costa,16,Lower-Extremity Amputation (Diabetes),,,,,173.0,874355.0,19.8,28.4,,,173.0,874355.0,19.8,28.4,28.4,CONTRA COSTA,06013
2017,Contra Costa,16,Lower-Extremity Amputation (Diabetes),,,,,164.0,883122.0,18.6,26.5,,,164.0,883122.0,18.6,26.5,26.5,CONTRA COSTA,06013
2018,Contra Costa,16,Lower-Extremity Amputation (Diabetes),,,,,168.0,890018.0,18.9,26.7,,,168.0,890018.0,18.9,26.7,26.7,CONTRA COSTA,06013
2019,Contra Costa,16,Lower-Extremity Amputation (Diabetes),,,,,139.0,894163.0,15.5,21.8,,,139.0,894163.0,15.5,21.8,21.8,CONTRA COSTA,06013
2020,Contra Costa,16,Lower-Extremity Amputation (Diabetes),,,,,160.0,906522.0,17.6,24.6,,,160.0,906522.0,17.6,24.6,24.6,CONTRA COSTA,06013
2021,Contra Costa,16,Lower-Extremity Amputation (Diabetes),,,,,183.0,908651.0,20.1,28.0,,,183.0,908651.0,20.1,28.0,28.0,CONTRA COSTA,06013
2022,Contra Costa,16,Lower-Extremity Amputation (Diabetes),,,,,148.0,906227.0,16.3,22.5,,,148.0,906227.0,16.3,22.5,22.5,CONTRA COSTA,06013
2023,Contra Costa,16,Lower-Extremity Amputation (Diabetes),,,,,214.0,904586.0,23.7,33.0,,,214.0,904586.0,23.7,33.0,33.0,CONTRA COSTA,06013
2024,Contra Costa,16,Lower-Extremity Amputation (Diabetes),,,,,218.0,921132.0,23.7,33.5,,,218.0,921132.0,23.7,33.5,33.5,CONTRA COSTA,06013
2005,Del Norte,16,Lower-Extremity Amputation (Diabetes),8.0,22068.0,36.3,37.2,,,,,,,8.0,22068.0,36.3,37.2,37.2,DEL NORTE,06015
2006,Del Norte,16,Lower-Extremity Amputation (Diabetes),4.0,22055.0,18.1,18.4,,,,,,,4.0,22055.0,18.1,18.4,18.4,DEL NORTE,06015
2007,Del Norte,16,Lower-Extremity Amputation (Diabetes),3.0,22315.0,13.4,13.5,,,,,,,3.0,22315.0,13.4,13.5,13.5,DEL NORTE,06015
2008,Del Norte,16,Lower-Extremity Amputation (Diabetes),7.0,22398.0,31.3,30.9,,,,,,,7.0,22398.0,31.3,30.9,30.9,DEL NORTE,06015
2009,Del Norte,16,Lower-Extremity Amputation (Diabetes),2.0,22525.0,8.9,8.7,,,,,,,2.0,22525.0,8.9,8.7,8.7,DEL NORTE,06015
2010,Del Norte,16,Lower-Extremity Amputation (Diabetes),4.0,22507.0,17.8,17.4,,,,,,,4.0,22507.0,17.8,17.4,17.4,DEL NORTE,06015
2011,Del Norte,16,Lower-Extremity Amputation (Diabetes),3.0,22606.0,13.3,12.9,,,,,,,3.0,22606.0,13.3,12.9,12.9,DEL NORTE,06015
2012,Del Norte,16,Lower-Extremity Amputation (Diabetes),1.0,23687.0,4.2,4.3,,,,,,,1.0,23687.0,4.2,4.3,4.3,DEL NORTE,06015
2013,Del Norte,16,Lower-Extremity Amputation (Diabetes),1.0,23420.0,4.3,4.3,,,,,,,1.0,23420.0,4.3,4.3,4.3,DEL NORTE,06015
2014,Del Norte,16,Lower-Extremity Amputation (Diabetes),2.0,23656.0,8.5,8.2,,,,,,,2.0,23656.0,8.5,8.2,8.2,DEL NORTE,06015
2015,Del Norte,16,Lower-Extremity Amputation (Diabetes),7.0,17650.0,39.7,39.5,,,,,,,7.0,17650.0,39.7,39.5,39.5,DEL NORTE,06015
2016,Del Norte,16,Lower-Extremity Amputation (Diabetes),,,,,2.0,21562.0,9.3,5.5,,,2.0,21562.0,9.3,5.5,5.5,DEL NORTE,06015
2017,Del Norte,16,Lower-Extremity Amputation (Diabetes),,,,,2.0,21395.0,9.3,5.4,,,2.0,21395.0,9.3,5.4,5.4,DEL NORTE,06015
2018,Del Norte,16,Lower-Extremity Amputation (Diabetes),,,,,6.0,21889.0,27.4,16.1,,,6.0,21889.0,27.4,16.1,16.1,DEL NORTE,06015
2019,Del Norte,16,Lower-Extremity Amputation (Diabetes),,,,,3.0,22021.0,13.6,7.9,,,3.0,22021.0,13.6,7.9,7.9,DEL NORTE,06015
2020,Del Norte,16,Lower-Extremity Amputation (Diabetes),,,,,5.0,21848.0,22.9,13.1,,,5.0,21848.0,22.9,13.1,13.1,DEL NORTE,06015
2021,Del Norte,16,Lower-Extremity Amputation (Diabetes),,,,,7.0,21781.0,32.1,18.4,,,7.0,21781.0,32.1,18.4,18.4,DEL NORTE,06015
2022,Del Norte,16,Lower-Extremity Amputation (Diabetes),,,,,9.0,21423.0,42.0,23.7,,,9.0,21423.0,42.0,23.7,23.7,DEL NORTE,06015
2023,Del Norte,16,Lower-Extremity Amputation (Diabetes),,,,,8.0,21034.0,38.0,21.8,,,8.0,21034.0,38.0,21.8,21.8,DEL NORTE,06015
2024,Del Norte,16,Lower-Extremity Amputation (Diabetes),,,,,9.0,21503.0,41.9,30.0,,,9.0,21503.0,41.9,30.0,30.0,DEL NORTE,06015
2005,El Dorado,16,Lower-Extremity Amputation (Diabetes),14.0,132739.0,10.5,10.1,,,,,,,14.0,132739.0,10.5,10.1,10.1,EL DORADO,06017
2006,El Dorado,16,Lower-Extremity Amputation (Diabetes),13.0,134458.0,9.7,9.2,,,,,,,13.0,134458.0,9.7,9.2,9.2,EL DORADO,06017
2007,El Dorado,16,Lower-Extremity Amputation (Diabetes),10.0,135852.0,7.4,6.8,,,,,,,10.0,135852.0,7.4,6.8,6.8,EL DORADO,06017
2008,El Dorado,16,Lower-Extremity Amputation (Diabetes),11.0,137534.0,8.0,7.3,,,,,,,11.0,137534.0,8.0,7.3,7.3,EL DORADO,06017
2009,El Dorado,16,Lower-Extremity Amputation (Diabetes),9.0,139337.0,6.5,5.8,,,,,,,9.0,139337.0,6.5,5.8,5.8,EL DORADO,06017
2010,El Dorado,16,Lower-Extremity Amputation (Diabetes),11.0,140597.0,7.8,6.8,,,,,,,11.0,140597.0,7.8,6.8,6.8,EL DORADO,06017
2011,El Dorado,16,Lower-Extremity Amputation (Diabetes),10.0,141461.0,7.1,6.1,,,,,,,10.0,141461.0,7.1,6.1,6.1,EL DORADO,06017
2012,El Dorado,16,Lower-Extremity Amputation (Diabetes),11.0,139213.0,7.9,6.5,,,,,,,11.0,139213.0,7.9,6.5,6.5,EL DORADO,06017
2013,El Dorado,16,Lower-Extremity Amputation (Diabetes),12.0,140808.0,8.5,6.9,,,,,,,12.0,140808.0,8.5,6.9,6.9,EL DORADO,06017
2014,El Dorado,16,Lower-Extremity Amputation (Diabetes),10.0,146643.0,6.8,5.6,,,,,,,10.0,146643.0,6.8,5.6,5.6,EL DORADO,06017
2015,El Dorado,16,Lower-Extremity Amputation (Diabetes),7.0,106572.0,6.6,5.1,,,,,,,7.0,106572.0,6.6,5.1,5.1,EL DORADO,06017
2016,El Dorado,16,Lower-Extremity Amputation (Diabetes),,,,,17.0,148231.0,11.5,11.6,,,17.0,148231.0,11.5,11.6,11.6,EL DORADO,06017
2017,El Dorado,16,Lower-Extremity Amputation (Diabetes),,,,,24.0,150815.0,15.9,16.1,,,24.0,150815.0,15.9,16.1,16.1,EL DORADO,06017
2018,El Dorado,16,Lower-Extremity Amputation (Diabetes),,,,,20.0,152985.0,13.1,13.1,,,20.0,152985.0,13.1,13.1,13.1,EL DORADO,06017
2019,El Dorado,16,Lower-Extremity Amputation (Diabetes),,,,,12.0,154934.0,7.7,7.7,,,12.0,154934.0,7.7,7.7,7.7,EL DORADO,06017
2020,El Dorado,16,Lower-Extremity Amputation (Diabetes),,,,,17.0,153507.0,11.1,11.0,,,17.0,153507.0,11.1,11.0,11.0,EL DORADO,06017
2021,El Dorado,16,Lower-Extremity Amputation (Diabetes),,,,,23.0,155945.0,14.7,14.7,,,23.0,155945.0,14.7,14.7,14.7,EL DORADO,06017
2022,El Dorado,16,Lower-Extremity Amputation (Diabetes),,,,,29.0,155421.0,18.7,18.4,,,29.0,155421.0,18.7,18.4,18.4,EL DORADO,06017
2023,El Dorado,16,Lower-Extremity Amputation (Diabetes),,,,,23.0,155106.0,14.8,17.7,,,23.0,155106.0,14.8,17.7,17.7,EL DORADO,06017
2024,El Dorado,16,Lower-Extremity Amputation (Diabetes),,,,,25.0,156079.0,16.0,19.4,,,25.0,156079.0,16.0,19.4,19.4,EL DORADO,06017
2005,Fresno,16,Lower-Extremity Amputation (Diabetes),153.0,605300.0,25.3,30.9,,,,,,,153.0,605300.0,25.3,30.9,30.9,FRESNO,06019
2006,Fresno,16,Lower-Extremity Amputation (Diabetes),169.0,614966.0,27.5,33.4,,,,,,,169.0,614966.0,27.5,33.4,33.4,FRESNO,06019
2007,Fresno,16,Lower-Extremity Amputation (Diabetes),157.0,624332.0,25.1,30.3,,,,,,,157.0,624332.0,25.1,30.3,30.3,FRESNO,06019
2008,Fresno,16,Lower-Extremity Amputation (Diabetes),141.0,634600.0,22.2,26.6,,,,,,,141.0,634600.0,22.2,26.6,26.6,FRESNO,06019
2009,Fresno,16,Lower-Extremity Amputation (Diabetes),147.0,644386.0,22.8,27.0,,,,,,,147.0,644386.0,22.8,27.0,27.0,FRESNO,06019
2010,Fresno,16,Lower-Extremity Amputation (Diabetes),171.0,654204.0,26.1,30.6,,,,,,,171.0,654204.0,26.1,30.6,30.6,FRESNO,06019
2011,Fresno,16,Lower-Extremity Amputation (Diabetes),152.0,664750.0,22.9,26.6,,,,,,,152.0,664750.0,22.9,26.6,26.6,FRESNO,06019
2012,Fresno,16,Lower-Extremity Amputation (Diabetes),149.0,642666.0,23.2,25.6,,,,,,,149.0,642666.0,23.2,25.6,25.6,FRESNO,06019
2013,Fresno,16,Lower-Extremity Amputation (Diabetes),148.0,650435.0,22.8,24.9,,,,,,,148.0,650435.0,22.8,24.9,24.9,FRESNO,06019
2014,Fresno,16,Lower-Extremity Amputation (Diabetes),146.0,679486.0,21.5,24.1,,,,,,,146.0,679486.0,21.5,24.1,24.1,FRESNO,06019
2015,Fresno,16,Lower-Extremity Amputation (Diabetes),157.0,491442.0,31.9,33.7,,,,,,,157.0,491442.0,31.9,33.7,33.7,FRESNO,06019
2016,Fresno,16,Lower-Extremity Amputation (Diabetes),,,,,281.0,695789.0,40.4,36.5,,,281.0,695789.0,40.4,36.5,36.5,FRESNO,06019
2017,Fresno,16,Lower-Extremity Amputation (Diabetes),,,,,344.0,703065.0,48.9,43.9,,,344.0,703065.0,48.9,43.9,43.9,FRESNO,06019
2018,Fresno,16,Lower-Extremity Amputation (Diabetes),,,,,371.0,709386.0,52.3,46.7,,,371.0,709386.0,52.3,46.7,46.7,FRESNO,06019
2019,Fresno,16,Lower-Extremity Amputation (Diabetes),,,,,474.0,715902.0,66.2,58.8,,,474.0,715902.0,66.2,58.8,58.8,FRESNO,06019
2020,Fresno,16,Lower-Extremity Amputation (Diabetes),,,,,457.0,725899.0,63.0,55.5,,,457.0,725899.0,63.0,55.5,55.5,FRESNO,06019
2021,Fresno,16,Lower-Extremity Amputation (Diabetes),,,,,467.0,730566.0,63.9,56.3,,,467.0,730566.0,63.9,56.3,56.3,FRESNO,06019
2022,Fresno,16,Lower-Extremity Amputation (Diabetes),,,,,463.0,734510.0,63.0,55.4,,,463.0,734510.0,63.0,55.4,55.4,FRESNO,06019
2023,Fresno,16,Lower-Extremity Amputation (Diabetes),,,,,516.0,737124.0,70.0,49.9,,,516.0,737124.0,70.0,49.9,49.9,FRESNO,06019
2024,Fresno,16,Lower-Extremity Amputation (Diabetes),,,,,611.0,745865.0,81.9,58.7,,,611.0,745865.0,81.9,58.7,58.7,FRESNO,06019
2005,Glenn,16,Lower-Extremity Amputation (Diabetes),6.0,19553.0,30.7,31.2,,,,,,,6.0,19553.0,30.7,31.2,31.2,GLENN,06021
2006,Glenn,16,Lower-Extremity Amputation (Diabetes),4.0,19729.0,20.3,20.6,,,,,,,4.0,19729.0,20.3,20.6,20.6,GLENN,06021
2007,Glenn,16,Lower-Extremity Amputation (Diabetes),3.0,19842.0,15.1,15.2,,,,,,,3.0,19842.0,15.1,15.2,15.2,GLENN,06021
2008,Glenn,16,Lower-Extremity Amputation (Diabetes),1.0,20067.0,5.0,5.0,,,,,,,1.0,20067.0,5.0,5.0,5.0,GLENN,06021
2009,Glenn,16,Lower-Extremity Amputation (Diabetes),4.0,20155.0,19.8,19.6,,,,,,,4.0,20155.0,19.8,19.6,19.6,GLENN,06021
2010,Glenn,16,Lower-Extremity Amputation (Diabetes),1.0,20313.0,4.9,4.8,,,,,,,1.0,20313.0,4.9,4.8,4.8,GLENN,06021
2011,Glenn,16,Lower-Extremity Amputation (Diabetes),2.0,20400.0,9.8,9.5,,,,,,,2.0,20400.0,9.8,9.5,9.5,GLENN,06021
2012,Glenn,16,Lower-Extremity Amputation (Diabetes),1.0,21643.0,4.6,4.7,,,,,,,1.0,21643.0,4.6,4.7,4.7,GLENN,06021
2013,Glenn,16,Lower-Extremity Amputation (Diabetes),6.0,21703.0,27.6,27.5,,,,,,,6.0,21703.0,27.6,27.5,27.5,GLENN,06021
2014,Glenn,16,Lower-Extremity Amputation (Diabetes),1.0,21574.0,4.6,4.5,,,,,,,1.0,21574.0,4.6,4.5,4.5,GLENN,06021
2015,Glenn,16,Lower-Extremity Amputation (Diabetes),0.0,16846.0,0.0,0.0,,,,,,,0.0,16846.0,0.0,0.0,0.0,GLENN,06021
2016,Glenn,16,Lower-Extremity Amputation (Diabetes),,,,,10.0,20377.0,49.1,45.8,,,10.0,20377.0,49.1,45.8,45.8,GLENN,06021
2017,Glenn,16,Lower-Extremity Amputation (Diabetes),,,,,4.0,20443.0,19.6,18.3,,,4.0,20443.0,19.6,18.3,18.3,GLENN,06021
2018,Glenn,16,Lower-Extremity Amputation (Diabetes),,,,,7.0,20401.0,34.3,32.0,,,7.0,20401.0,34.3,32.0,32.0,GLENN,06021
